Latent,Structure,platform,lval,op,rval,Estimate,Std. Error,z-value,p-value
Valence X,"Systematic ~ Heuristic
Helpfulness ~ Heuristic + Systematic",hotel,Is_Photo,~~,Is_Photo,0.9877568756236067,0.004678049790209105,211.14714885672637,0.0
Valence X,"Systematic ~ Heuristic
Helpfulness ~ Heuristic + Systematic",hotel,Text_Length,~~,Text_Length,0.0,0.023657007530536265,0.0,1.0
Valence X,"Systematic ~ Heuristic
Helpfulness ~ Heuristic + Systematic",hotel,Title_Length,~~,Title_Length,0.9700179329502894,0.004640081486937102,209.05191761654646,0.0
Valence X,"Heuristic ~ Systematic
Helpfulness ~ Heuristic + Systematic",hotel,Heuristic,~,Systematic,0.9469266723465358,0.046654191944495646,20.296711460629197,0.0
Valence X,"Heuristic ~ Systematic
Helpfulness ~ Heuristic + Systematic",hotel,Title_Length,~,Heuristic,1.0,-,-,-
Valence X,"Heuristic ~ Systematic
Helpfulness ~ Heuristic + Systematic",hotel,Text_Length,~,Heuristic,5.754978196842669,0.17426058521177362,33.02512837206298,0.0
Valence X,"Heuristic ~ Systematic
Helpfulness ~ Heuristic + Systematic",hotel,Deviation_Of_Star_Ratings,~,Heuristic,0.7667892635182825,0.02396604281776866,31.994821561354406,0.0
Valence X,"Heuristic ~ Systematic
Helpfulness ~ Heuristic + Systematic",hotel,Is_Photo,~,Heuristic,0.6363383761569431,0.022598896216836906,28.157940548206625,0.0
Valence X,"Heuristic ~ Systematic
Helpfulness ~ Heuristic + Systematic",hotel,Flesch_Reading_Ease,~,Systematic,1.0,-,-,-
Valence X,"Heuristic ~ Systematic
Helpfulness ~ Heuristic + Systematic",hotel,Depth,~,Systematic,8.504310798340773,0.3274032197615203,25.975037156046657,0.0
Valence X,"Heuristic ~ Systematic
Helpfulness ~ Heuristic + Systematic",hotel,Breadth,~,Systematic,-9.941755785590454,0.3834944634130632,-25.924118166097827,0.0
Valence X,"Heuristic ~ Systematic
Helpfulness ~ Heuristic + Systematic",hotel,Arousal,~,Systematic,2.409950593246995,0.09983706643974546,24.138836197449073,0.0
Valence X,"Heuristic ~ Systematic
Helpfulness ~ Heuristic + Systematic",hotel,Helpfulness,~,Heuristic,0.18343450418067586,0.00632984354934115,28.979310897943055,0.0
Valence X,"Heuristic ~ Systematic
Helpfulness ~ Heuristic + Systematic",hotel,Helpfulness,~,Systematic,0.012200773013086806,0.011581061360801781,1.053510782123048,0.2921069552912132
Valence X,"Heuristic ~ Systematic
Helpfulness ~ Heuristic + Systematic",hotel,Heuristic,~~,Heuristic,0.022548290883876495,0.0009308220581244955,24.224061583891523,0.0
Valence X,"Heuristic ~ Systematic
Helpfulness ~ Heuristic + Systematic",hotel,Systematic,~~,Systematic,0.008538374175408384,0.0006568891568950668,12.998196229587222,0.0
Valence X,"Heuristic ~ Systematic
Helpfulness ~ Heuristic + Systematic",hotel,Arousal,~~,Arousal,0.9504523852938188,0.004526317885387773,209.9835692389531,0.0
Valence X,"Heuristic ~ Systematic
Helpfulness ~ Heuristic + Systematic",hotel,Breadth,~~,Breadth,0.15632678353406673,0.004151288506666305,37.65741245046532,0.0
Valence X,"Heuristic ~ Systematic
Helpfulness ~ Heuristic + Systematic",hotel,Depth,~~,Depth,0.38268673524742786,0.003499842262316895,109.34399508758011,0.0
Valence X,"Heuristic ~ Systematic
Helpfulness ~ Heuristic + Systematic",hotel,Deviation_Of_Star_Ratings,~~,Deviation_Of_Star_Ratings,0.9823869700648342,0.00466271577169198,210.6898678702136,0.0
Valence X,"Heuristic ~ Systematic
Helpfulness ~ Heuristic + Systematic",hotel,Flesch_Reading_Ease,~~,Flesch_Reading_Ease,0.9914556198904593,0.00469216943651755,211.3000464056134,0.0
Valence X,"Heuristic ~ Systematic
Helpfulness ~ Heuristic + Systematic",hotel,Helpfulness,~~,Helpfulness,0.04973693164512741,0.00023633306585461847,210.45269841872505,0.0
Valence X,"Heuristic ~ Systematic
Helpfulness ~ Heuristic + Systematic",hotel,Is_Photo,~~,Is_Photo,0.9878516181941093,0.004678565842172302,211.14410939321016,0.0
Valence X,"Heuristic ~ Systematic
Helpfulness ~ Heuristic + Systematic",hotel,Text_Length,~~,Text_Length,0.0,0.02363129518620988,0.0,1.0
Valence X,"Heuristic ~ Systematic
Helpfulness ~ Heuristic + Systematic",hotel,Title_Length,~~,Title_Length,0.9701137601430593,0.004640964582106707,209.03278677762623,0.0
Valence X,Helpfulness ~ Systematic,hotel,Title_Length,~,Heuristic,1.0,-,-,-
Valence X,Helpfulness ~ Systematic,hotel,Text_Length,~,Heuristic,5.783683844083192,0.17923786529829452,32.26820311894194,0.0
Valence X,Helpfulness ~ Systematic,hotel,Deviation_Of_Star_Ratings,~,Heuristic,0.771964534813677,0.024153967244346115,31.96015490839982,0.0
Valence X,Helpfulness ~ Systematic,hotel,Is_Photo,~,Heuristic,0.6351474953776413,0.022707502755826333,27.970821018031284,0.0
Valence X,Helpfulness ~ Systematic,hotel,Flesch_Reading_Ease,~,Systematic,1.0,-,-,-
Valence X,Helpfulness ~ Systematic,hotel,Depth,~,Systematic,8.24879002228271,0.30817595779065077,26.766494315106467,0.0
Valence X,Helpfulness ~ Systematic,hotel,Breadth,~,Systematic,-9.61731375734804,0.35999693438730473,-26.71498793090967,0.0
Valence X,Helpfulness ~ Systematic,hotel,Arousal,~,Systematic,2.3424936837447596,0.09454132883176349,24.777456723592863,0.0
Valence X,Helpfulness ~ Systematic,hotel,Helpfulness,~,Systematic,0.2036792562900191,0.011314718264883237,18.001266271398382,0.0
Valence X,Helpfulness ~ Systematic,hotel,Heuristic,~~,Heuristic,0.0298815554457782,0.0013598034300463834,21.974908110640683,0.0
Valence X,Helpfulness ~ Systematic,hotel,Heuristic,~~,Systematic,0.008318756490982043,0.0004085761431882594,20.360357816556746,0.0
Valence X,Helpfulness ~ Systematic,hotel,Systematic,~~,Systematic,0.009084443843759678,0.000678175026987488,13.395426650724865,0.0
Valence X,Helpfulness ~ Systematic,hotel,Arousal,~~,Arousal,0.9499084285015816,0.004524308041534429,209.95662089565886,0.0
Valence X,Helpfulness ~ Systematic,hotel,Breadth,~~,Breadth,0.15936813853753828,0.004089458565874945,38.97047394695165,0.0
Valence X,Helpfulness ~ Systematic,hotel,Depth,~~,Depth,0.3814201891692192,0.0034700825676907106,109.91674740267983,0.0
Valence X,Helpfulness ~ Systematic,hotel,Deviation_Of_Star_Ratings,~~,Deviation_Of_Star_Ratings,0.9822854996489647,0.004663689186875838,210.62413468775014,0.0
Valence X,Helpfulness ~ Systematic,hotel,Flesch_Reading_Ease,~~,Flesch_Reading_Ease,0.9912342670376113,0.0046915610083038675,211.28026792615242,0.0
Valence X,Helpfulness ~ Systematic,hotel,Helpfulness,~~,Helpfulness,0.05041398979904979,0.00023855585738584613,211.32991719494458,0.0
Valence X,Helpfulness ~ Systematic,hotel,Is_Photo,~~,Is_Photo,0.9877472878446001,0.004678434747467101,211.12772560699656,0.0
Valence X,Helpfulness ~ Systematic,hotel,Text_Length,~~,Text_Length,0.0,0.024437292884813902,0.0,1.0
Valence X,Helpfulness ~ Systematic,hotel,Title_Length,~~,Title_Length,0.9700547057410567,0.004643337593354533,208.91324096711585,0.0
Valence X,Helpfulness ~ Heuristic,hotel,Title_Length,~,Heuristic,1.0,-,-,-
Valence X,Helpfulness ~ Heuristic,hotel,Text_Length,~,Heuristic,5.610358223780282,0.1547018677410694,36.26561402047384,0.0
Valence X,Helpfulness ~ Heuristic,hotel,Deviation_Of_Star_Ratings,~,Heuristic,0.7578655249402534,0.023697887231548267,31.9802992352563,0.0
Valence X,Helpfulness ~ Heuristic,hotel,Is_Photo,~,Heuristic,0.6357071086125875,0.02243432286624878,28.336362651740114,0.0
Valence X,Helpfulness ~ Heuristic,hotel,Flesch_Reading_Ease,~,Systematic,1.0,-,-,-
Valence X,Helpfulness ~ Heuristic,hotel,Depth,~,Systematic,8.314966045649903,0.31307993780485865,26.5586038630365,0.0
Valence X,Helpfulness ~ Heuristic,hotel,Breadth,~,Systematic,-9.70765556656304,0.3662623040654858,-26.504653792602305,0.0
Valence X,Helpfulness ~ Heuristic,hotel,Arousal,~,Systematic,2.361377067647468,0.09594219970354763,24.612496637759907,0.0
Valence X,Helpfulness ~ Heuristic,hotel,Helpfulness,~,Heuristic,0.18561133793436072,0.005506988851096008,33.704687428905075,0.0
Valence X,Helpfulness ~ Heuristic,hotel,Heuristic,~~,Heuristic,0.031199975229869163,0.0013377170638205664,23.32329911187471,0.0
Valence X,Helpfulness ~ Heuristic,hotel,Heuristic,~~,Systematic,0.008483443158728336,0.00040088164310814254,21.161964593319787,0.0
Valence X,Helpfulness ~ Heuristic,hotel,Systematic,~~,Systematic,0.008933643774454993,0.0006721648298163456,13.290852726711488,0.0
Valence X,Helpfulness ~ Heuristic,hotel,Arousal,~~,Arousal,0.9502831069010091,0.004525822076914418,209.9691703609606,0.0
Valence X,Helpfulness ~ Heuristic,hotel,Breadth,~~,Breadth,0.1571305178732383,0.004141827956001544,37.9374806255816,0.0
Valence X,Helpfulness ~ Heuristic,hotel,Depth,~~,Depth,0.38213564645305137,0.0034988100400874006,109.21874636391716,0.0
Valence X,Helpfulness ~ Heuristic,hotel,Deviation_Of_Star_Ratings,~~,Deviation_Of_Star_Ratings,0.9822617371597581,0.004658650138527237,210.84685643713922,0.0
Valence X,Helpfulness ~ Heuristic,hotel,Flesch_Reading_Ease,~~,Flesch_Reading_Ease,0.9913596362717189,0.004692001042596518,211.2871730121826,0.0
Valence X,Helpfulness ~ Heuristic,hotel,Helpfulness,~~,Helpfulness,0.04971402448107718,0.00023608046976554358,210.58084270955734,0.0
Valence X,Helpfulness ~ Heuristic,hotel,Is_Photo,~~,Is_Photo,0.9875440924368702,0.004676126901450015,211.18847136493562,0.0
Valence X,Helpfulness ~ Heuristic,hotel,Text_Length,~~,Text_Length,0.01877306723053107,0.01992813478511951,0.9420383509051246,0.3461730054401877
Valence X,Helpfulness ~ Heuristic,hotel,Title_Length,~~,Title_Length,0.9693784619637347,0.004627492476515536,209.48245009015903,0.0
Valence O,Helpfulness ~ Heuristic + Systematic,amazon,Title_Length,~,Heuristic,1.0,-,-,-
Valence O,Helpfulness ~ Heuristic + Systematic,amazon,Text_Length,~,Heuristic,2.461053428171376,0.03695661111596008,66.5930493567889,0.0
Valence O,Helpfulness ~ Heuristic + Systematic,amazon,Deviation_Of_Star_Ratings,~,Heuristic,0.6101175138855508,0.014322815821974772,42.59759543279756,0.0
Valence O,Helpfulness ~ Heuristic + Systematic,amazon,Is_Photo,~,Heuristic,0.5339617058923499,0.013913258977812546,38.377903171750056,0.0
Valence O,Helpfulness ~ Heuristic + Systematic,amazon,Flesch_Reading_Ease,~,Systematic,1.0,-,-,-
Valence O,Helpfulness ~ Heuristic + Systematic,amazon,Depth,~,Systematic,-3.4857143321844912,0.06505104433663876,-53.58429472849592,0.0
Valence O,Helpfulness ~ Heuristic + Systematic,amazon,Breadth,~,Systematic,5.548289992650828,0.11140258936862953,49.80395899274669,0.0
Valence O,Helpfulness ~ Heuristic + Systematic,amazon,Arousal,~,Systematic,0.1718863350998498,0.01875456635754655,9.165039159730842,0.0
Valence O,Helpfulness ~ Heuristic + Systematic,amazon,Valence_abs,~,Systematic,0.21549369612432723,0.006154721132978856,35.01274735822458,0.0
Valence O,Helpfulness ~ Heuristic + Systematic,amazon,Helpfulness,~,Heuristic,0.5038225412536773,0.008045199316892512,62.62399741087541,0.0
Valence O,Helpfulness ~ Heuristic + Systematic,amazon,Helpfulness,~,Systematic,0.18489524874799448,0.009291479466229184,19.89944113853078,0.0
Valence O,Helpfulness ~ Heuristic + Systematic,amazon,Heuristic,~~,Heuristic,0.10119857214774365,0.002525149258246317,40.07627342311973,0.0
Valence O,Helpfulness ~ Heuristic + Systematic,amazon,Heuristic,~~,Systematic,-0.0269170738157141,0.0007048050240326022,-38.1908086062085,0.0
Valence O,Helpfulness ~ Heuristic + Systematic,amazon,Systematic,~~,Systematic,0.03248869690933152,0.0012238746151824202,26.54577231993921,0.0
Valence O,Helpfulness ~ Heuristic + Systematic,amazon,Arousal,~~,Arousal,0.9990378122718176,0.00471142757458335,212.04566901320152,0.0
Valence O,Helpfulness ~ Heuristic + Systematic,amazon,Breadth,~~,Breadth,8.891484246944205e-18,0.008481814620902,1.0482997617024478e-15,0.9999999999999991
Valence O,Helpfulness ~ Heuristic + Systematic,amazon,Depth,~~,Depth,0.6051143259502227,0.004398983088366179,137.55777498053752,0.0
Valence O,Helpfulness ~ Heuristic + Systematic,amazon,Deviation_Of_Star_Ratings,~~,Deviation_Of_Star_Ratings,0.9623476759200833,0.004617617539976118,208.40783529175798,0.0
Valence O,Helpfulness ~ Heuristic + Systematic,amazon,Flesch_Reading_Ease,~~,Flesch_Reading_Ease,0.9677275120660941,0.004572072316354941,211.66058734301663,0.0
Valence O,Helpfulness ~ Heuristic + Systematic,amazon,Helpfulness,~~,Helpfulness,0.0747784869286892,0.0004926084069285692,151.80107713373107,0.0
Valence O,Helpfulness ~ Heuristic + Systematic,amazon,Is_Photo,~~,Is_Photo,0.9711216208806378,0.00463949891978055,209.31605707050278,0.0
Valence O,Helpfulness ~ Heuristic + Systematic,amazon,Text_Length,~~,Text_Length,0.3865141878449021,0.00758243385298002,50.97495016616871,0.0
Valence O,Helpfulness ~ Heuristic + Systematic,amazon,Title_Length,~~,Title_Length,0.8986601485632828,0.004479333587925088,200.62362642183464,0.0
Valence O,Helpfulness ~ Heuristic + Systematic,amazon,Valence_abs,~~,Valence_abs,0.0657334783657191,0.00031026027651471334,211.8655952101437,0.0
Valence O,"Systematic ~ Heuristic
Helpfulness ~ Systematic",amazon,Systematic,~,Heuristic,-0.27230099752865644,0.006508434889494984,-41.83816879328837,0.0
Valence O,"Systematic ~ Heuristic
Helpfulness ~ Systematic",amazon,Title_Length,~,Heuristic,1.0,-,-,-
Valence O,"Systematic ~ Heuristic
Helpfulness ~ Systematic",amazon,Text_Length,~,Heuristic,2.4843441313409325,0.04612569662774037,53.86030592311895,0.0
Valence O,"Systematic ~ Heuristic
Helpfulness ~ Systematic",amazon,Deviation_Of_Star_Ratings,~,Heuristic,0.5015617180870664,0.0134512668208712,37.28732205888206,0.0
Valence O,"Systematic ~ Heuristic
Helpfulness ~ Systematic",amazon,Is_Photo,~,Heuristic,0.4850691843638094,0.013375023577032918,36.26679097302564,0.0
Valence O,"Systematic ~ Heuristic
Helpfulness ~ Systematic",amazon,Flesch_Reading_Ease,~,Systematic,1.0,-,-,-
Valence O,"Systematic ~ Heuristic
Helpfulness ~ Systematic",amazon,Depth,~,Systematic,-3.433146447067053,0.06308684677284787,-54.419369847000105,0.0
Valence O,"Systematic ~ Heuristic
Helpfulness ~ Systematic",amazon,Breadth,~,Systematic,5.169872161264243,0.10002859373348164,51.68394324314184,0.0
Valence O,"Systematic ~ Heuristic
Helpfulness ~ Systematic",amazon,Arousal,~,Systematic,0.14260534469472347,0.01841335457174329,7.744669453431244,9.547918011776346e-15
Valence O,"Systematic ~ Heuristic
Helpfulness ~ Systematic",amazon,Valence_abs,~,Systematic,0.21065545160097904,0.00600828126551314,35.06085055888725,0.0
Valence O,"Systematic ~ Heuristic
Helpfulness ~ Systematic",amazon,Helpfulness,~,Systematic,-0.24263509377331136,0.0070955272776404305,-34.195498691649384,0.0
Valence O,"Systematic ~ Heuristic
Helpfulness ~ Systematic",amazon,Heuristic,~~,Heuristic,0.10631269783075867,0.002835479073954462,37.493733870163034,0.0
Valence O,"Systematic ~ Heuristic
Helpfulness ~ Systematic",amazon,Systematic,~~,Systematic,0.027423803848371626,0.0010089800358383842,27.179728881756162,0.0
Valence O,"Systematic ~ Heuristic
Helpfulness ~ Systematic",amazon,Arousal,~~,Arousal,0.9993407724027488,0.004713043027828216,212.037268976772,0.0
Valence O,"Systematic ~ Heuristic
Helpfulness ~ Systematic",amazon,Breadth,~~,Breadth,0.05637735614205623,0.0072299854668539465,7.797713618197705,6.217248937900877e-15
Valence O,"Systematic ~ Heuristic
Helpfulness ~ Systematic",amazon,Depth,~~,Depth,0.584000943399029,0.004217621774677957,138.46688358041644,0.0
Valence O,"Systematic ~ Heuristic
Helpfulness ~ Systematic",amazon,Deviation_Of_Star_Ratings,~~,Deviation_Of_Star_Ratings,0.9733847459669552,0.004654128642855826,209.14435772031666,0.0
Valence O,"Systematic ~ Heuristic
Helpfulness ~ Systematic",amazon,Flesch_Reading_Ease,~~,Flesch_Reading_Ease,0.9645771822054918,0.004564752974824445,211.30983150983727,0.0
Valence O,"Systematic ~ Heuristic
Helpfulness ~ Systematic",amazon,Helpfulness,~~,Helpfulness,0.09449680732315358,0.00044642403866945675,211.67499714648278,0.0
Valence O,"Systematic ~ Heuristic
Helpfulness ~ Systematic",amazon,Is_Photo,~~,Is_Photo,0.97517230033479,0.004657802039135172,209.36319146497902,0.0
Valence O,"Systematic ~ Heuristic
Helpfulness ~ Systematic",amazon,Text_Length,~~,Text_Length,0.34399624933217543,0.010891874428463285,31.582832831935836,0.0
Valence O,"Systematic ~ Heuristic
Helpfulness ~ Systematic",amazon,Title_Length,~~,Title_Length,0.8934078163502824,0.004616867321194189,193.5095279986703,0.0
Valence O,"Systematic ~ Heuristic
Helpfulness ~ Systematic",amazon,Valence_abs,~~,Valence_abs,0.0656683146062168,0.0003102923314764167,211.63370065294095,0.0
Valence O,"Heuristic ~ Systematic
Helpfulness ~ Heuristic",amazon,Heuristic,~,Systematic,-0.7348257092129983,0.017971961260972988,-40.887341036496764,0.0
Valence O,"Heuristic ~ Systematic
Helpfulness ~ Heuristic",amazon,Title_Length,~,Heuristic,1.0,-,-,-
Valence O,"Heuristic ~ Systematic
Helpfulness ~ Heuristic",amazon,Text_Length,~,Heuristic,2.7569644392785464,0.04166692948984717,66.16672917749217,0.0
Valence O,"Heuristic ~ Systematic
Helpfulness ~ Heuristic",amazon,Deviation_Of_Star_Ratings,~,Heuristic,0.5501723288321171,0.0137767306056401,39.93489780274468,0.0
Valence O,"Heuristic ~ Systematic
Helpfulness ~ Heuristic",amazon,Is_Photo,~,Heuristic,0.5171313493095931,0.013613061119789674,37.987881250297,0.0
Valence O,"Heuristic ~ Systematic
Helpfulness ~ Heuristic",amazon,Flesch_Reading_Ease,~,Systematic,1.0,-,-,-
Valence O,"Heuristic ~ Systematic
Helpfulness ~ Heuristic",amazon,Depth,~,Systematic,-3.481540440043081,0.06490189924127668,-53.64312109028741,0.0
Valence O,"Heuristic ~ Systematic
Helpfulness ~ Heuristic",amazon,Breadth,~,Systematic,5.5407525824081425,0.11130295657898732,49.78082121678688,0.0
Valence O,"Heuristic ~ Systematic
Helpfulness ~ Heuristic",amazon,Arousal,~,Systematic,0.17219323295142377,0.018734585829512332,9.191195071469314,0.0
Valence O,"Heuristic ~ Systematic
Helpfulness ~ Heuristic",amazon,Valence_abs,~,Systematic,0.2149899268450334,0.006141921920035116,35.00368933521065,0.0
Valence O,"Heuristic ~ Systematic
Helpfulness ~ Heuristic",amazon,Helpfulness,~,Heuristic,0.42287068507876957,0.006111548637418262,69.19206736252258,0.0
Valence O,"Heuristic ~ Systematic
Helpfulness ~ Heuristic",amazon,Heuristic,~~,Heuristic,0.07824532375697257,0.0019460221609631726,40.20782768374933,0.0
Valence O,"Heuristic ~ Systematic
Helpfulness ~ Heuristic",amazon,Systematic,~~,Systematic,0.03256091457543238,0.0012257621063357512,26.563812325872092,0.0
Valence O,"Heuristic ~ Systematic
Helpfulness ~ Heuristic",amazon,Arousal,~~,Arousal,0.9990294156850824,0.0047113881715498025,212.0456602378419,0.0
Valence O,"Heuristic ~ Systematic
Helpfulness ~ Heuristic",amazon,Breadth,~~,Breadth,0.0,0.008544629606810782,0.0,1.0
Valence O,"Heuristic ~ Systematic
Helpfulness ~ Heuristic",amazon,Depth,~~,Depth,0.6051420744026295,0.004418795755947465,136.9472833070397,0.0
Valence O,"Heuristic ~ Systematic
Helpfulness ~ Heuristic",amazon,Deviation_Of_Star_Ratings,~~,Deviation_Of_Star_Ratings,0.9710935450570866,0.004626584129779204,209.8942800146457,0.0
Valence O,"Heuristic ~ Systematic
Helpfulness ~ Heuristic",amazon,Flesch_Reading_Ease,~~,Flesch_Reading_Ease,0.9676321283984575,0.0045717926899772506,211.65266970835015,0.0
Valence O,"Heuristic ~ Systematic
Helpfulness ~ Heuristic",amazon,Helpfulness,~~,Helpfulness,0.07943039801654742,0.0004253026327630992,186.7620647296332,0.0
Valence O,"Heuristic ~ Systematic
Helpfulness ~ Heuristic",amazon,Is_Photo,~~,Is_Photo,0.9743980812559577,0.0046361304954210866,210.1748606964699,0.0
Valence O,"Heuristic ~ Systematic
Helpfulness ~ Heuristic",amazon,Text_Length,~~,Text_Length,0.27188457719074477,0.007947920457662662,34.20826599924136,0.0
Valence O,"Heuristic ~ Systematic
Helpfulness ~ Heuristic",amazon,Title_Length,~~,Title_Length,0.9045299743925618,0.004469152381480001,202.3940776641463,0.0
Valence O,"Heuristic ~ Systematic
Helpfulness ~ Heuristic",amazon,Valence_abs,~~,Valence_abs,0.06573291459427459,0.00031026049364323276,211.8636298503314,0.0
Valence O,"Systematic ~ Heuristic
Helpfulness ~ Heuristic + Systematic",amazon,Systematic,~,Heuristic,-0.2649404653078559,0.006592697686227399,-40.186958037094264,0.0
Valence O,"Systematic ~ Heuristic
Helpfulness ~ Heuristic + Systematic",amazon,Title_Length,~,Heuristic,1.0,-,-,-
Valence O,"Systematic ~ Heuristic
Helpfulness ~ Heuristic + Systematic",amazon,Text_Length,~,Heuristic,2.4594776493678885,0.03689107456473222,66.66863674533553,0.0
Valence O,"Systematic ~ Heuristic
Helpfulness ~ Heuristic + Systematic",amazon,Deviation_Of_Star_Ratings,~,Heuristic,0.6071786696525452,0.014273844808071435,42.537850016883034,0.0
Valence O,"Systematic ~ Heuristic
Helpfulness ~ Heuristic + Systematic",amazon,Is_Photo,~,Heuristic,0.5345858091250207,0.013886536935231151,38.496697310489346,0.0
Valence O,"Systematic ~ Heuristic
Helpfulness ~ Heuristic + Systematic",amazon,Flesch_Reading_Ease,~,Systematic,1.0,-,-,-
Valence O,"Systematic ~ Heuristic
Helpfulness ~ Heuristic + Systematic",amazon,Depth,~,Systematic,-3.48738804345826,0.06512203498808762,-53.55158271762599,0.0
Valence O,"Systematic ~ Heuristic
Helpfulness ~ Heuristic + Systematic",amazon,Breadth,~,Systematic,5.551472023286774,0.1115448133164187,49.76898394629222,0.0
Valence O,"Systematic ~ Heuristic
Helpfulness ~ Heuristic + Systematic",amazon,Arousal,~,Systematic,0.17614399467383018,0.018780188426825644,9.379245333494453,0.0
Valence O,"Systematic ~ Heuristic
Helpfulness ~ Heuristic + Systematic",amazon,Valence_abs,~,Systematic,0.2152522044133124,0.006156023381122465,34.966112220824286,0.0
Valence O,"Systematic ~ Heuristic
Helpfulness ~ Heuristic + Systematic",amazon,Helpfulness,~,Heuristic,0.5024312160687474,0.00800529804974008,62.76233725267709,0.0
Valence O,"Systematic ~ Heuristic
Helpfulness ~ Heuristic + Systematic",amazon,Helpfulness,~,Systematic,0.18305288055695168,0.00926702261134484,19.75314922757415,0.0
Valence O,"Systematic ~ Heuristic
Helpfulness ~ Heuristic + Systematic",amazon,Heuristic,~~,Heuristic,0.10156760410655437,0.002529692919512456,40.150171304578414,0.0
Valence O,"Systematic ~ Heuristic
Helpfulness ~ Heuristic + Systematic",amazon,Systematic,~~,Systematic,0.025316721098667422,0.0009477643904813455,26.71204080488576,0.0
Valence O,"Systematic ~ Heuristic
Helpfulness ~ Heuristic + Systematic",amazon,Arousal,~~,Arousal,0.9990640713818925,0.004711552129972174,212.04563668400868,0.0
Valence O,"Systematic ~ Heuristic
Helpfulness ~ Heuristic + Systematic",amazon,Breadth,~~,Breadth,5.032045224481968e-18,0.008489136700180113,5.927628923424499e-16,0.9999999999999996
Valence O,"Systematic ~ Heuristic
Helpfulness ~ Heuristic + Systematic",amazon,Depth,~~,Depth,0.6051440494570941,0.0044007978270076,137.5078049725053,0.0
Valence O,"Systematic ~ Heuristic
Helpfulness ~ Heuristic + Systematic",amazon,Deviation_Of_Star_Ratings,~~,Deviation_Of_Star_Ratings,0.9624915120168139,0.00461765066107981,208.4374896353254,0.0
Valence O,"Systematic ~ Heuristic
Helpfulness ~ Heuristic + Systematic",amazon,Flesch_Reading_Ease,~~,Flesch_Reading_Ease,0.9676806649276487,0.004571847077388906,211.66076824876086,0.0
Valence O,"Systematic ~ Heuristic
Helpfulness ~ Heuristic + Systematic",amazon,Helpfulness,~~,Helpfulness,0.07481347577845189,0.0004920799823653504,152.035194089384,0.0
Valence O,"Systematic ~ Heuristic
Helpfulness ~ Heuristic + Systematic",amazon,Is_Photo,~~,Is_Photo,0.9711240737162554,0.004639773624632565,209.3041928492485,0.0
Valence O,"Systematic ~ Heuristic
Helpfulness ~ Heuristic + Systematic",amazon,Text_Length,~~,Text_Length,0.38572725814812364,0.007593128755779727,50.7995149962019,0.0
Valence O,"Systematic ~ Heuristic
Helpfulness ~ Heuristic + Systematic",amazon,Title_Length,~~,Title_Length,0.8984822718674509,0.004479361060137051,200.58268570102229,0.0
Valence O,"Systematic ~ Heuristic
Helpfulness ~ Heuristic + Systematic",amazon,Valence_abs,~~,Valence_abs,0.06573799008515731,0.00031028020589471124,211.86652781711103,0.0
Valence O,"Heuristic ~ Systematic
Helpfulness ~ Heuristic + Systematic",amazon,Heuristic,~,Systematic,-0.8293180141186596,0.02016259557669529,-41.131510619400906,0.0
Valence O,"Heuristic ~ Systematic
Helpfulness ~ Heuristic + Systematic",amazon,Title_Length,~,Heuristic,1.0,-,-,-
Valence O,"Heuristic ~ Systematic
Helpfulness ~ Heuristic + Systematic",amazon,Text_Length,~,Heuristic,2.4584711062399998,0.03687196714730557,66.67588676111569,0.0
Valence O,"Heuristic ~ Systematic
Helpfulness ~ Heuristic + Systematic",amazon,Deviation_Of_Star_Ratings,~,Heuristic,0.6075508773981059,0.014277813424122262,42.552095289962324,0.0
Valence O,"Heuristic ~ Systematic
Helpfulness ~ Heuristic + Systematic",amazon,Is_Photo,~,Heuristic,0.5355057814814442,0.013893182112743612,38.54450169135144,0.0
Valence O,"Heuristic ~ Systematic
Helpfulness ~ Heuristic + Systematic",amazon,Flesch_Reading_Ease,~,Systematic,1.0,-,-,-
Valence O,"Heuristic ~ Systematic
Helpfulness ~ Heuristic + Systematic",amazon,Depth,~,Systematic,-3.4849247296686623,0.06504442892359553,-53.57760514291935,0.0
Valence O,"Heuristic ~ Systematic
Helpfulness ~ Heuristic + Systematic",amazon,Breadth,~,Systematic,5.548326843695283,0.1114223207821139,49.795470105987356,0.0
Valence O,"Heuristic ~ Systematic
Helpfulness ~ Heuristic + Systematic",amazon,Arousal,~,Systematic,0.1764554681613176,0.018771088884164146,9.400385307470382,0.0
Valence O,"Heuristic ~ Systematic
Helpfulness ~ Heuristic + Systematic",amazon,Valence_abs,~,Systematic,0.21579892122997266,0.006159037844970391,35.03776509039657,0.0
Valence O,"Heuristic ~ Systematic
Helpfulness ~ Heuristic + Systematic",amazon,Helpfulness,~,Heuristic,0.5022477047184517,0.008005537431256505,62.73753748183826,0.0
Valence O,"Heuristic ~ Systematic
Helpfulness ~ Heuristic + Systematic",amazon,Helpfulness,~,Systematic,0.182422891374224,0.009258770453526468,19.702712392555352,0.0
Valence O,"Heuristic ~ Systematic
Helpfulness ~ Heuristic + Systematic",amazon,Heuristic,~~,Heuristic,0.07922829400865983,0.001967371884073485,40.271132575273384,0.0
Valence O,"Heuristic ~ Systematic
Helpfulness ~ Heuristic + Systematic",amazon,Systematic,~~,Systematic,0.03248125487983674,0.0012237493116221073,26.54240909050212,0.0
