,Unnamed: 0,product_name,Average_rating,Num_of_Rating,Review_Rating,review_title,Review_Text,Posted_Date,Helpfulness,has_images,price,time_lapsed,title_length,text_length,Deviation of star ratings,FOG Index,Flesch Reading Ease
217,217,"sephia SP3060 Earbuds - HD Bass Driven Audio, Lightweight Aluminum in Ear Headphone, S/M/L Ear Bud Tips, Earphone Case, 3.5mm Tangle-Free Cord - for Music, Podcasts, and More (Without Mic)",4.3,33336,4,Fits great and sounds great,"Just got these to use with my work desktop and they work perfectly so far. The Quality is great, but not as great as apple earpods/airpods, thus the 4-star. They didn't break the bank and I'm pretty satisfied. Would definitely recommend getting these.",2021-03-11,0,0,13.99,746,5,43,0.3,8.97,68.97
218,218,NETGEAR Nighthawk Smart Wi-Fi Router (R7000) - AC1900 Wireless Speed (Up to 1900 Mbps) | Up to 1800 Sq Ft Coverage & 30 Devices | 4 x 1G Ethernet and 2 USB ports | Armor Security,4.3,22198,1,Router Died After Power Outage :(,"Had this router right around two years (according to my Amazon order history). We live in Denver and experienced a 2-hour power outage last week during a storm... after the power returned everything seemed fine, but our internet kept dropping out every 30 minutes or so, requiring a reboot of the router.I initially thought it was Comcast having issues after the power outage. But after spending a couple of hours on the phone with Comcast tech support (who were awesome), we realized the modem was working fine, but our Netgear AC1900 (R7000) was completely on the fritz.Very nice router when it works, but it definitely does not have robust enough internals to handle a power outage. If you decide to buy one, make sure it's on a backup-UPS and that you power the router down before your UPS dies in an extended blackout.",2020-07-04,1,0,175.99,1018,6,143,3.3,10.96,67.69
219,219,"Amazon Basics 2-Pack USB-A 3.0 Extension Cable, 4.8Gbps High-Speed, Male to Female Gold-Plated Connectors, 6 Foot, Black",4.7,85201,5,so so,useful,2021-03-23,0,0,16.14,748,2,1,0.3,0.4,36.62
220,220,"Arteck HB030B Universal Slim Portable Wireless Bluetooth 3.0 7-Colors Backlit Keyboard with Built in Rechargeable Battery, Black",4.4,27106,5,Works Great,Delivered promptly and has a good feel. Went on sale right after I bought it. :(,2020-12-03,0,0,23.99,848,2,16,0.6,5.67,89.24
221,221,"fire-Cable Plus Wireless Adapter, Powers Streaming TV Sticks Directly from TV USB Port (Eliminates AC Outlet and Cords)",4.1,19987,1,Not a Good Product,These do not work,2020-07-31,0,0,9.99,1058,4,4,3.1,1.6,118.18
222,222,XRT112 Replacement Remote Control fit for Vizio Smart Internet LED TV with Netflix/iHeart APP Keys,4.6,27434,4,Super easy to use,Remote instantly connect to my television with no setup at all! Giving this 4 starts because it does have minor scratches on the back.,2020-10-19,0,0,6.44,879,4,24,0.6,8.13,67.76
223,223,"Cable Clips Management - Nightstand Accessories - Cord Organizer - Desk Cable Management - Wire Holder System - Adhesive Cord Clips - Home, Office, Cubicle, Car - Gift Idea - Black",4.3,20902,5,Great product for a good price,Its a great product.,2020-08-24,0,0,8.97,955,6,4,0.7,1.6,92.8
224,224,NETGEAR Nighthawk Smart Wi-Fi Router (R7000) - AC1900 Wireless Speed (Up to 1900 Mbps) | Up to 1800 Sq Ft Coverage & 30 Devices | 4 x 1G Ethernet and 2 USB ports | Armor Security,4.3,22198,5,Reliability throughout house,It provides internet access to multiple devices throughout my house.,2022-03-08,0,0,175.99,406,3,10,0.7,12,44.41
225,225,"Logitech M570 Wireless Trackball Mouse ??Ergonomic Design with Sculpted Right-Hand Shape, Compatible with Apple Mac / Microsoft, USB Unifying Receiver, Dark Gray (Discontinued by Manufacturer)",4.6,46483,5,Good product,Great mouse at a decent price. Would recommend.,2020-07-18,0,0,87.14,958,2,8,0.4,8.2,80.28
226,226,"Logitech M510 Wireless Computer Mouse ??Comfortable Shape with USB Unifying Receiver, Back/Forward Buttons and Side-to-Side Scrolling - Red",4.7,15469,5,Full Size Wireless Solution,"I travel a fair bit, even now and I love having a full size mouse. This is a great solution. The wireless dongle is so small, I never need to remove it when storing my laptop in my bag.I also have one for my desktop and it shares a dongle with my wireless keyboard, also a Logitech, to keep the desk free of clutter.",2021-06-05,0,0,15.99,736,4,64,0.3,7.03,80.62
227,227,"HDMI Switch, GANA 4K HDMI Splitter 3 in 1 Out, 3-Port HDMI Switcher Selector with Pigtail HDMI Cable,Supports Full HD 4K 1080P 3D Player, HDMI Hub Compatible with Fire Stick,HDTV,PS4 Game Consoles,PC",4.2,45572,5,worked great,worked great,2021-10-08,1,0,13.99,534,2,2,0.8,0.8,120.21
228,228,Betron YSM1000 Earphones in Ear Headphones Wired 3.5mm Jack Tangle-Free Cable Case and Noise Isolating Earbuds,4.3,15398,5,Good basd,"I love this earbuds, but I would like if they can be more heavy duty",2020-06-07,0,0,18.53,1139,2,15,0.7,6,98.55
229,229,"UGREEN Tablet Stand Holder Adjustable Portable Desktop Dock Office Compatible for iPad 10.2, iPad Pro 11 Inch, iPad 9.7, iPad Mini 5 4 3 2 iPad Air iPhone 14 13 12 Black",4.6,40796,5,Great Product ?ëç?èæ,Excellent,2020-03-28,0,0,14.99,1104,3,1,0.4,40.4,-47.99
230,230,"NETGEAR Wi-Fi Range Extender EX6120 - Coverage Up to 1500 Sq Ft and 25 Devices with AC1200 Dual Band Wireless Signal Booster & Repeater (Up to 1200Mbps Speed), and Compact Wall Plug Design, White",3.9,110444,5,Unbelievable difference,I couldn?ôt understand why I had to reboot my smart tv a dozen times a day. My home is less than 1400 square feet and my router is 10 feet away from said tv. This little unit solved that issue completely. I was ready to purchase a new tv. Total game changer.,2022-07-21,0,0,29.99,239,2,52,1.1,4.93,94.76
231,231,"Fintie Case for iPad 9.7 2018 2017 / iPad Air 2 / iPad Air 1 - [Corner Protection] Multi-Angle Viewing Folio Cover w/Pocket, Auto Wake/Sleep for iPad 6th / 5th Generation, Ocean Marble",4.6,43430,5,Great case.,"2nd I?ôve purchased in 3 years, great case.",2021-11-09,0,0,19.99,510,2,8,0.4,3.2,105.66
232,232,"Anker 2-in-1 USB 3.0 SD Card Reader for SDXC, SDHC, MMC, RS-MMC, Micro SDXC, Micro SD, Micro SDHC and UHS-I Cards",4.6,38267,5,Cheap and easy to use,I need something cheap and easy to use LOL and this fits it,2021-07-22,0,0,11.99,647,5,13,0.4,5.2,100.58
233,233,"UGREEN Tablet Stand Holder Adjustable Portable Desktop Dock Office Compatible for iPad 10.2, iPad Pro 11 Inch, iPad 9.7, iPad Mini 5 4 3 2 iPad Air iPhone 14 13 12 Black",4.6,40796,5,Smartphone holder,Great product,2020-08-11,0,0,14.99,968,2,2,0.4,0.8,77.91
234,234,Logitech Wireless Mouse M525 - Red/Black,4.7,28835,5,X-mas present,"Present for my sister, it works much better then her old one and fits her hand better.",2022-02-05,0,0,11.99,419,2,17,0.3,6.8,88.06
235,235,"JETech Case for iPad Air 1st Edition (NOT for iPad Air 2/3/4/5), 9.7 Inch, Smart Cover with Auto Wake/Sleep (Dark Grey)",4.6,46314,5,Very well made iPad Air cover,Perfect fit and protects my iPad.,2020-06-03,0,0,9.99,1116,6,6,0.4,2.4,90.77
236,236,"Amazon Basics 3.5mm Aux Jack Audio Extension Cable, Male to Female, Adapter for Headphone or Smartphone, 6 Foot, Black",4.6,57765,5,Looks good and it works,Looks good and it works. What else is there to say? It is an audio extension cable.,2020-09-13,0,0,6.99,980,5,17,0.4,4.63,99.53
237,237,"Fintie Rotating Case for iPad 6th / 5th Generation (2018 2017 Model, 9.7 inch), iPad Air 2 / iPad Air 1-360 Degree Rotating Protective Stand Cover Auto Sleep Wake, Composition Book",4.5,25873,5,Great sturdy case for kids.,"I purchased 3 .One for each child . After purchasing the first case , and then trying others . I returned to purchase 2 more .",2021-05-05,0,0,13.99,709,5,26,0.5,4.02,82.81
238,238,"Sony ZX Series Wired On-Ear Headphones with Mic, White MDR-ZX110AP",4.5,104579,5,Built well.  Sound pretty good,"Ive worn these for maybe 200 hours.  Other than the earpads having a little wear and tear, they still work perfect and look new.  This is as they appear after heavy use!",2020-11-18,0,1,36.99,863,5,32,0.5,4.28,94.45
239,239,"Energizer Rechargeable AA and AAA Battery Charger (Recharge Pro) with 4 AA NiMH Rechargeable Batteries, Auto-Safety Feature, Over-Charge Protection",4.7,62436,1,Absolute garbage. Worked for one charge and if its not energizer brand doesnt even register.,"what a absolute piece of garbage. Charged energizer battery once, doesnt even do that anymore. I tried charging amazon rechargeable batteries and wouldnt even register (lights dont even turn on). I wish I never spent 20 bucks on this piece of crap.",2021-05-17,0,0,11.39,689,15,42,3.7,8.01,77.74
240,240,"Fujifilm Instax Mini Instant Film, 10 Sheets√ó5 Pack(Total 50 Shoots)",4.8,50332,5,C√°mara works works great with this film,Awesome product with that camera,2021-07-04,0,0,51,774,7,5,0.2,2,66.4
241,241,"NETGEAR Wi-Fi Range Extender EX3700 - Coverage Up to 1000 Sq Ft and 15 Devices with AC750 Dual Band Wireless Signal Booster & Repeater (Up to 750Mbps Speed), and Compact Wall Plug Design",3.8,76290,1,Made my speeds much worse,"This extender is a joke, terrible speeds",2021-12-02,0,0,59.9,469,5,7,2.8,8.51,64.37
242,242,Logitech K350 Wave Ergonomic Keyboard with Unifying Wireless Technology - Black,4.6,24205,5,Very comfortable,Perfect for my needs!,2023-01-09,0,0,49.99,116,2,4,0.4,1.6,92.8
243,243,Betron YSM1000 Earphones in Ear Headphones Wired 3.5mm Jack Tangle-Free Cable Case and Noise Isolating Earbuds,4.3,15398,4,great value,sound is great and value is too.Quality looks good. fit is ok,2020-06-22,0,0,18.53,1124,2,12,0.3,4.93,92.8
244,244,Amazon Basics Adjustable Tablet Holder Portable Stand - Black,4.6,29617,1,Cheap Flimsy Plastic .. This is Amazon Basics Rip Off for around $10,This is an Amazon Basics Rip Off around $10. The overall reviews were good so I bought it.Looked nice in the pictures but flimsy and made of cheap light plastic.No locking mechanism. It falls back when a little pressure is applied. The joints may become loose after few months use.This may still work for some people if they just need a little support and keep their tablet in one position without applying any pressure. Overtime even small pressure may make it unstable as there is no locking mechanism.You may definitely find such a cheap stand for below $5 on eBay or near you home in dollar stores. A $1-$5 product is sold for more than double price.There were others far better than this for around $15. I got this after reading good reviews and the Amazon product pictures where it looked sturdy. Didn't expect this cheap dollar store plastic construction.,2020-07-18,6,0,34.99,1011,13,150,3.6,6.2,76.72
245,245,"iFixit Pro Tech Toolkit - Electronics, Smartphone, Computer & Tablet Repair Kit",4.9,17318,5,Best inversion I've made,"Great value, and paid itself in under three months by fixing my neighbor's computers, as well as opening and cleaning my PS4 with it. I now use it to dissasemble my PC and facilitate cleaning, and it works like a charm",2022-01-14,0,0,74.95,587,4,41,0.1,11.13,67.59
246,246,"Jiusion 40 to 1000x Magnification Endoscope, 8 LED USB 2.0 Digital Microscope, Mini Camera with OTG Adapter and Metal Stand, Compatible with Mac Windows 7 8 10 11 Android Linux",4.1,19667,1,Doesn't work,Item did not work for me. Did not connect to my phone or laptop. Don't waste your money,2020-05-24,0,0,21.99,1068,2,18,3.1,2.4,99.23
247,247,"sephia SP3060 Earbuds - HD Bass Driven Audio, Lightweight Aluminum in Ear Headphone, S/M/L Ear Bud Tips, Earphone Case, 3.5mm Tangle-Free Cord - for Music, Podcasts, and More (Without Mic)",4.3,33336,1,Has no microphone,Would have been great but no micro phone so didn't do what I really need them for,2022-05-15,0,0,13.99,316,3,17,3.3,6.8,88.06
248,248,"Arteck HB030B Universal Slim Portable Wireless Bluetooth 3.0 7-Colors Backlit Keyboard with Built in Rechargeable Battery, Black",4.4,27106,5,"Slim, simple and sturdy",Had this working fast without any instructions. I love it!,2020-05-15,0,0,23.99,1050,4,10,0.6,6,83.32
249,249,"Amazon Basics 3.5mm Aux to 2 RCA Adapter Audio Cable for Stereo Speaker or Subwoofer with Gold-Plated Plugs, 8 Foot, Black",4.7,74807,5,Good quality,Quality is surprised me,2023-04-05,0,0,10.59,25,2,4,0.3,11.6,50.5
250,250,"sephia SP3060 Earbuds - HD Bass Driven Audio, Lightweight Aluminum in Ear Headphone, S/M/L Ear Bud Tips, Earphone Case, 3.5mm Tangle-Free Cord - for Music, Podcasts, and More (Without Mic)",4.3,33336,5,Grwat,Good,2020-09-20,0,0,13.99,918,1,1,0.7,0.4,121.22
251,251,"NETGEAR Wi-Fi Range Extender EX6120 - Coverage Up to 1500 Sq Ft and 25 Devices with AC1200 Dual Band Wireless Signal Booster & Repeater (Up to 1200Mbps Speed), and Compact Wall Plug Design, White",3.9,110444,5,Great Extender for the Price,"I was looking for a reasonably priced extender with good range to boost the signal in a difficult space.  This device was just the item.  It was pretty simple to setup and I was thankful for the included setup instructions which reminded me that for best setup I needed to be close to the router to start.  Once I had it up and going I moved it to my end use location and was able to get the signal to all the other devices that I needed.  They all hooked up easily and have been running well since, which has been for five days so far.",2022-12-13,0,0,29.99,94,5,106,1.1,11.5,75.34
252,252,"Apple EarPods Headphones with Lightning Connector. Microphone with Built-in Remote to Control Music, Phone Calls, and Volume. Wired Earbuds for iPhone",4.6,201075,5,They work,Guess what I used it for. Yep - listening to music when I walk.,2022-01-10,0,0,15.99,444,2,14,0.4,5.68,98.72
253,253,"Amazon Basics 3.5mm Aux to 2 RCA Adapter Audio Cable for Stereo Speaker or Subwoofer with Gold-Plated Plugs, 8 Foot, Black",4.7,74807,3,"I ordered wrong type end, should have ordered the tiny end like goes into earphones","I ordered the wrong wiring, I did not notice that the end I needed did not match the end I ordered I need the tiny end like fits into head phones",2022-08-09,0,0,10.59,264,15,31,1.7,12.4,73.85
254,254,"Apple Magic Mouse 2 (Wireless, Rechargable) - Silver",4.7,21988,5,works well,it is ok,2020-11-17,0,0,15.99,838,2,3,0.3,1.2,119.19
255,255,Amazon Basics Adjustable Tablet Holder Portable Stand - Black,4.6,29617,5,It does what it?ôs supposed to. Got it for my iPad mini and it?ôs perfect for it.,I used it for my iPad mini and it does exactly what it is supposed to.,2022-08-25,0,0,34.99,243,17,16,0.4,8.9,80.62
256,256,"NETGEAR Wi-Fi Range Extender EX2700 - Coverage Up to 800 Sq Ft and 10 devices with N300 Wireless Signal Booster & Repeater (Up to 300Mbps Speed), and Compact Wall Plug Design",3.9,110468,5,works great,Love this device.  Turned a so so wifi connection into full on wifi,2021-07-05,0,0,29.99,618,2,13,1.1,5.68,90.26
257,257,"YI Home Security Camera, 1080p 2.4G WiFi IP Indoor Surveillance Camera with Night Vision, Motion Detection, Phone App, Pet Cat Dog Cam Works with Alexa and Google Assistance",4.3,36643,5,Good and usefull,"Been using this for a out 3 month now and it works really good.  Can check what's happening at my living room, basically dog monitoring and kids, and it works great, can even talk thru my phone and they can hear me and respond thru it. Really useful and good price.",2020-08-05,0,0,57,974,3,51,0.7,9.15,79.6
258,258,"Mounting Dream TV Wall Mount Swivel and Tilt for Most 26-55 Inch TV, TV Mount Perfect Center Design, Full Motion TV Mount Bracket with Articulation, up to VESA 400x400mm, 60 lbs, MD2377",4.8,44978,5,Great product,This was not hard at all had it up and holding tv in no time .Works great for my 50 inch tv and is very sturdy .,2020-01-19,0,0,37.99,1197,2,27,0.2,5.2,100.58
259,259,NB North Bayou Monitor Desk Mount Stand Full Motion Swivel Monitor Arm with Gas Spring for 17-30''Computer Monitors(Within 4.4lbs to 19.8lbs) F80,4.5,17206,5,Great Product!,"Great product. Works great, the adjustable tightness is very useful! Would recommend.",2020-08-17,0,0,27.9,1055,2,12,0.5,8.13,67.76
260,260,Logitech Wireless Mouse M525 - Red/Black,4.7,28835,5,It's red,It's red,2021-12-12,0,0,11.99,474,2,2,0.3,0.8,120.21
261,261,"Amazon Basics 5-Pack RJ45 Cat 6 Ethernet Patch Cable, 1Gpbs Transfer Speed, Gold-Plated Connectors, 5 Foot, Black",4.7,122681,5,"Sturdy, works great",No issues whatsoever!,2022-05-12,0,0,14.24,365,3,3,0.3,14.53,9.21
262,262,"Amazon Basics HDMI to DVI Adapter Cable, Bi-Directional 1080p, Gold Plated, Black, 3 Feet, 1-Pack",4.7,81186,4,Yup,Good. Does what it is supposed to.,2020-04-29,0,0,8.54,1060,1,7,0.7,2.8,106.67
263,263,Apple Lightning to Digital AV Adapter,4.6,65632,5,If you own an RV and struggle with TV BUY THIS!!!!,OK... so we have a Fifth Wheel and we from time to time can't stream on our tv due to wifi issues but have unlimited on our apple devices.  so we purchased this device to hook to our TV in our living room area.  We hooked this device to our Apple Ipad and then to the HDMI cable to the TV and was able to mirror whatever was playing on the ipad to the TV.  There are videos on youtube if you need a bit more explanation on how to use. but you NEED THIS IN YOUR LIFE if you struggle with the same things we do camping!!!!!! Buy it!!! Buy IT!!! Buy IT!!!!,2023-03-10,1,0,19.99,39,11,114,0.4,10.17,82.17
264,264,"Mounting Dream UL Listed TV Mount for Most 37-70 Inch TV, Universal Tilt TV Wall Mount Fit 16"", 18"", 24"" Stud with Loading Capacity 132lbs, Max Vesa 600 x 400mm, Low Profile Flat Wall Mount Bracket",4.7,100244,4,Simple yet effective,"I was looking for a TV wall mount that didn't has a wide range of movements, as I didn't need to move the TV  (58 "") at all.  I found this simple, easy to install and cheap TV mount. It comes with everything you need to install it, unless your wall is a solid concrete/brick.I have been using it for few day and I feel it ""checks all boxes"".If you do not need to swivel you TV left and right, this one is the right mount.",2022-12-21,2,0,28.49,102,3,86,0.7,6.8,88.06
265,265,Universal Remote Control for Most Samsung LCD LED HDTV 3D Smart Home Entertainment TVs (One pcs),4.4,19605,1,Remote does not funtion properly.,"Too sensitive. Just lightly pressing a button will either turn off the tv or double the number you push. For example if you were to select 6, it gives you 66. Horrible",2021-04-01,0,0,11.99,752,5,32,3.4,10.15,72.16
266,266,"sephia SP3060 Earbuds - HD Bass Driven Audio, Lightweight Aluminum in Ear Headphone, S/M/L Ear Bud Tips, Earphone Case, 3.5mm Tangle-Free Cord - for Music, Podcasts, and More (Without Mic)",4.3,33336,5,Great price,Good noise reduction and great voice wiality,2023-01-27,0,0,13.99,59,2,7,0.7,14.23,64.37
267,267,Amazon Basics Adjustable Tablet Holder Portable Stand - Black,4.6,29617,5,Works perfect,Super great accessory!,2020-03-09,0,0,34.99,1142,2,3,0.4,14.53,9.21
268,268,"sephia SP3060 Earbuds - HD Bass Driven Audio, Lightweight Aluminum in Ear Headphone, S/M/L Ear Bud Tips, Earphone Case, 3.5mm Tangle-Free Cord - for Music, Podcasts, and More (Without Mic)",4.3,33336,5,Pretty decent headphones,These are some solid headphones. They aren?ôt super high end ones but they do the job well.,2022-05-25,0,0,13.99,306,3,17,0.7,3.4,96.69
269,269,"Bluetooth Audio Adapter for Music Streaming Sound System, esinkin W29-us Wireless Audio Adapter Works with Smart Phones and Tablets, Wireless Adapter for Speakers",4.5,41802,1,Annoying as HxLL,"This device is annoying as hell. It's constantly stealing the Bluetooth connection from other Bluetooth speakers. There's no way to use any other devices within range without unplugging the power from the wall. I wouldn't recommend this product because of that. Sounds quality is good though, and as the range is good. I can be anywhere in my house and it'll connect, even, and especially when I'm wishing to connect to another set of speakers elsewhere, which is why this product is stupid and annoying as hell lol.",2021-08-28,0,0,23.99,589,3,88,3.5,9.06,65.01
270,270,"Amazon Basics Full Motion Articulating TV Monitor Wall Mount for 26-55 Inch TVs and Flat Panels up to 80 Lbs, Black",4.7,27680,5,Worked like a charm!,This Mount was used for a 52 in TV on a wall that only had one stud. It was easy to install and provides full range of motion. I would recommend this product.,2020-09-10,0,0,26.89,973,4,33,0.3,5.61,94.15
271,271,"Mounting Dream TV Wall Mount Swivel and Tilt for Most 26-55 Inch TV, TV Mount Perfect Center Design, Full Motion TV Mount Bracket with Articulation, up to VESA 400x400mm, 60 lbs, MD2377",4.8,44978,5,Easy all the way around,"It is easy to assemble, easy to move and reasonable for the price",2020-09-13,0,0,37.99,959,5,13,0.2,11.35,83.66
272,272,"Fintie Case for iPad 9.7 2018 2017 / iPad Air 2 / iPad Air 1 - [Corner Protection] Multi-Angle Viewing Folio Cover w/Pocket, Auto Wake/Sleep for iPad 6th / 5th Generation, Ocean Marble",4.6,43430,5,Easy to use,This is the third one I have purchased. It?ôs great for reading my iPad in landscape mode. Highly recommended!,2022-08-03,0,0,19.99,243,3,19,0.4,5.91,78.75
273,273,Amazon Basics Adjustable Tablet Holder Portable Stand - Black,4.6,29617,5,It probably does things that I haven't discovered.  It bends around different directions.,Mostly I use this to hold my fire while I'm trying to eat at home.  My kindle that is in a cover which allows it to stand finally gave up the ghost and so did it's cover so I'm grateful to have this one.,2023-01-15,0,0,34.99,100,13,44,0.4,8.8,82.99
274,274,"Panasonic Portable AM / FM Radio, Battery Operated Analog Radio, AC Powered, Silver (RF-2400D) 22.8 x 7.8 x 10.8",4.6,27618,5,"Looks goods, sounds good.","This radio looks good, is easy to carry and use, and sounds good if you don't prefer a lot of bass.",2020-03-24,0,0,34.95,1106,4,21,0.4,8.4,92.46
275,275,"fire-Cable Plus Wireless Adapter, Powers Streaming TV Sticks Directly from TV USB Port (Eliminates AC Outlet and Cords)",4.1,19987,3,Did not work for me,I purchased this to use when I am in hotels and it did not work. Kept getting a power error. It was cheap so I will keep it.,2022-05-29,0,0,9.99,391,5,28,1.1,3.72,95.88
276,276,1byone Amplified HD Digital TV Antenna - Support 4K 1080p and All Older TV's - Indoor Smart Switch Amplifier Signal Booster - Coax HDTV Cable/AC Adapter,4,16453,5,Works as advertised,Great price. Great reception. Easy install. Plenty of bang for the buck. Buy it.,2020-07-14,0,0,17.99,1017,3,14,1,8.46,82.65
277,277,"iFixit Pro Tech Toolkit - Electronics, Smartphone, Computer & Tablet Repair Kit",4.9,17318,5,This is a very nice tool kit,This is a very nice tool kit for working on computers I bought it based on a friend's advice as he already has one. Pretty much has everything you need For working on the computer. I would like to have seen would be at a small set of fliers but you don't need that for the computer to be for other things at work. Just to have them all on one spot.,2023-01-22,0,0,74.95,214,7,72,0.1,8.31,87.05
278,278,"D-FantiX Battery Tester, Universal Battery Checker Small Battery Testers for AAA AA C D 9V 1.5V Button Cell Household Batteries Model BT-168",4.5,23236,5,Should have bought one of these years ago,"I guess everybody has batteries lying around and not sure if the work until you pop them into something... this is so simple to use and clearly let's you know if the battery has any juice left in it or not. Get one, they're cheap and eliminates the guess work.",2021-11-30,0,0,7.99,506,8,50,0.5,8.28,79.9
279,279,"Logitech M510 Wireless Computer Mouse ??Comfortable Shape with USB Unifying Receiver, Back/Forward Buttons and Side-to-Side Scrolling - Red",4.7,15469,5,Good When You Need a Mouse Right Away!,"I needed a reliable wireless mouse in 24 hours as my touchpad had died, so this did the trick. Not too costly and next day delivery. What's too complain about? Not sure how it is for the long haul, but it's been fine so far.",2021-02-17,0,0,15.99,844,8,45,0.3,6.3,93.85
280,280,"Mounting Dream UL Listed TV Mount for Most 37-70 Inch TV, Universal Tilt TV Wall Mount Fit 16"", 18"", 24"" Stud with Loading Capacity 132lbs, Max Vesa 600 x 400mm, Low Profile Flat Wall Mount Bracket",4.7,100244,4,adequate,"I  did need help to install otherwise, it works well",2020-12-14,0,0,28.49,839,1,10,0.7,4,86.71
281,281,"Apple EarPods Headphones with Lightning Connector. Microphone with Built-in Remote to Control Music, Phone Calls, and Volume. Wired Earbuds for iPhone",4.6,201075,5,Great Product,Love these headphones great seller,2020-07-22,0,0,15.99,981,2,5,0.4,2,83.32
282,282,"Amazon Basics 14-Inch Tablet Bag, Black",4.7,82733,5,Plenty of storage space for externals,"Fits my 11.6 inch chrome book perfectly with room in outer pockets for charger, mouse, etc. Nice little bag!",2020-08-31,0,0,24.14,949,6,19,0.3,4.63,90.46
283,283,Betron YSM1000 Earphones in Ear Headphones Wired 3.5mm Jack Tangle-Free Cable Case and Noise Isolating Earbuds,4.3,15398,5,good quality for the price,These were a very good value for the price. I would buy again.,2020-05-18,0,0,18.53,1159,5,13,0.7,2.6,107.18
284,284,NB North Bayou Monitor Desk Mount Stand Full Motion Swivel Monitor Arm with Gas Spring for 17-30''Computer Monitors(Within 4.4lbs to 19.8lbs) F80,4.5,17206,5,yup highly recommend,highly recommended if trying to clear up table space to have more room for accessories and etc.,2023-03-30,0,0,27.9,100,3,17,0.5,11.51,62.68
285,285,Apple Lightning to Digital AV Adapter,4.6,65632,5,Quality product! Must have for IPhone users!,Quality product that is a must have for IPhone users. 100% authentic!  Great for watching Netflix and Hulu.  If video quality is less than desired check the settings on your phone and within the app. For example: Netflix has video quality settings within the app that can be set and will make a huge difference.,2020-09-04,0,0,19.99,956,7,55,0.4,7.7,74.39
286,286,"Bluetooth Audio Adapter for Music Streaming Sound System, esinkin W29-us Wireless Audio Adapter Works with Smart Phones and Tablets, Wireless Adapter for Speakers",4.5,41802,5,Works great!,Quick & easy set up! Works great,2022-09-10,0,0,23.99,211,2,7,0.5,2.4,116.15
287,287,"Fintie Case for iPad 9.7 2018 2017 / iPad Air 2 / iPad Air 1 - [Corner Protection] Multi-Angle Viewing Folio Cover w/Pocket, Auto Wake/Sleep for iPad 6th / 5th Generation, Ocean Marble",4.6,43430,5,Makes my tablet easier to use.,I can set on any surface and use it without having to hold it.,2021-04-16,0,0,19.99,717,6,14,0.4,5.6,91.11
288,288,"amFilm Screen Protector for iPad Mini 5/iPad Mini 4, Tempered Glass, 1 Pack",4.6,19847,5,Muy bueno el producto,Buen√≠simo el vidrio protector y f√°cil de instalar,2020-07-27,0,0,6.36,1111,4,8,0.4,13.2,46.44
289,289,"Panasonic Portable AM / FM Radio, Battery Operated Analog Radio, AC Powered, Silver (RF-2400D) 22.8 x 7.8 x 10.8",4.6,27618,5,Good product,I mainly bought this in case the electric would go out and I have this for a backup?¶very pleased.,2021-11-20,0,0,34.95,500,2,19,0.4,7.6,86.03
290,290,1byone Amplified HD Digital TV Antenna - Support 4K 1080p and All Older TV's - Indoor Smart Switch Amplifier Signal Booster - Coax HDTV Cable/AC Adapter,4,16453,5,Good budget antenna,"Great antenna for the price, gets all channels our more expensive one does, at half the cost. Noticed it was ranked in top 10 of affordable HD antwnnas online, you can easily see why after install. Will be getting 2 more soon.",2021-03-11,0,0,17.99,777,3,42,1,9.41,74.19
291,291,"Amazon Basics 2-Pack USB-A 3.0 Extension Cable, 4.8Gbps High-Speed, Male to Female Gold-Plated Connectors, 6 Foot, Black",4.7,85201,5,Great cable for the price,Needed to add some extension to hub I was placing on a shelf and this cable did the job.,2020-02-12,0,0,16.14,1153,5,19,0.3,9.71,77.57
292,292,"Midland - WR120B - NOAA Emergency Weather Alert Radio - S.A.M.E. Localized Programming, Trilingual Display, 60+ Emergency Alerts, & Alarm Clock (WR120B - Box Packaging)",4.6,18908,1,garbage,I bought one last summer because we live in tornado alley.I followed the directions to set it for our location and it will NOT stay on the local weather station I set it for!It was over a month before we had bad weather and I found out it didn't work right.By then I couldn't return it.Don't waste your money or risk your life with one of these things!,2022-01-03,0,0,39.99,599,1,68,3.6,7.2,83.05
293,293,"NEEWER 50 in 1 Action Camera Accessory Kit Compatible with GoPro Hero 11 10 9 8 7 6 5 4 GoPro Max GoPro Fusion Insta360 DJI Osmo Action Action 2 AKASO, and more",4.5,54444,5,"Nicely packaged, good quality","Delivered correctly and on time.  Lots of attachments that I will use.  Nice carry bag.  The attachments seem to be of good quality.  Got a good deal on this, so very satisfied with this purchase.",2021-04-16,0,0,35.99,854,4,35,0.5,8.51,81.29
294,294,"Anker 2-in-1 USB 3.0 SD Card Reader for SDXC, SDHC, MMC, RS-MMC, Micro SDXC, Micro SD, Micro SDHC and UHS-I Cards",4.6,38267,5,Makes microSD easy,Great little device. Much more convenient than  inserting a micoSD card in an SD adapter in my laptop. I get 70-80mb/sec from Samsung EVO 32/64GB microSD cards. Highly recommended if you work with SD/microSD cards a lot.,2022-10-04,0,0,11.99,208,3,37,0.4,6.96,70.5
