X,Unnamed..0,Hotel_Name,Review_Text,Posted_Date,Rating,Average_Rating,Num_of_Ratings,Helpfulness,is_photo,review_title,hotel_grade,employee_friendliness_score,facility_score,cleanliness_score,comfort_score,value_for_money_score,location_score,Crawled_date,title_length,text_length,time_lapsed,Deviation.of.star.ratings,FOG.Index,Flesch.Reading.Ease,Depth,Breadth,sentiment_score_continuous,sentiment_score_discrete,valence,arousal
163,163,parkinternational,"Good value for money The bathroom was spacious and modern The bed and pillows were comfy Left the fan on 19 degrees as the room was a little stuffy Enough plugs within the room Great to have a mini fridge and will fit big bottles The safe was good to have and easy to use Great location, litlerally a 2 minute walk to the tube Lots of pubs and restaurants around Very happy If you dont book breakfast, you can pay 1499 per person, we didnt realise if you book breakfast on the day of checking in, you get it for 10 each  They should tell you this as reception The breakfast room was busy and a bit stuffy The menu had French toast on it but none was available",2022-05-03,9.0,7.6,6120,1,0,Great location and good value for money,4,8.4,7.5,7.9,8.0,7.4,9.0,2024-12-02,7,130,944,1.4,52.92,-26.64,3.27845581927533,0.0209787502354882,4.192,4,0.3519747104519843,0.012648621358406862
164,164,nyx-hotel-london-by-leonardo-hotels,"The style was quirky and funThe room was freezing cold, the thermostat didnt work The bathroom was dirty",2022-01-21,5.0,8.4,9394,0,0,Passable,5,8.7,8.7,8.8,8.9,7.9,9.3,2024-12-02,1,18,1046,3.4,9.42,78.59,3.30678383052223,0.0169098813867545,2.394,2,-0.21185804318400897,-0.17664345906432966
165,165,lancaster-gate,"The staff were excellent,bar prices very reasonableNot a fan of continental breakfast but a good choice and plenty of it
The shower in our didnt work properly  we didnt complain but very little else",2024-11-11,9.0,7.7,14445,0,0,"Great ,good value ,will be back next year",3,8.6,7.5,8.0,8.0,7.7,9.0,2024-12-02,8,34,21,1.3,18.31,45.43,3.28576998015188,0.0335002604745694,4.173,4,0.3023402948841454,-0.13247894731852114
166,166,alexandra-hotel,Nice quiet area close to Paddington  Hyde Park Room  facilities were goodBreakfast was very limited in choice,2021-12-23,8.0,7.0,6404,1,0,Good value stopover,3,7.5,6.9,7.4,7.3,7.5,9.0,2024-12-02,3,17,1075,1.0,13.86,62.68,3.27024776859921,0.046464804163986,4.128,4,0.32685882489437035,-0.10120745481919112
167,167,marlin-waterloo,"Good location, comfortable and relatively spacious rooms with decent facilities Not bad value at all for being in central LondonThe WiFi was unreliable and kept disconnecting or being very poor speed Im glad I wasnt trying to work there The bar is very soulless but there are plenty of better places nearby",2024-10-26,7.0,8.1,10695,0,0,"Fine, not bad value for where it is, WiFi not so good",4,8.5,8.2,8.2,8.2,7.6,9.3,2024-12-02,12,52,37,1.1,26.18,18.7,3.28841964106597,0.0387986730094856,3.915,4,0.3405664737772713,-0.035129688959571664
168,168,lancaster-gate,"Room was clean, staff helpful Comfortable",2022-06-03,8.0,7.7,14445,0,0,Family weekend,3,8.6,7.5,8.0,8.0,7.7,9.0,2024-12-02,2,6,913,0.3,9.07,73.85,3.30445122892135,0.0201491557046742,4.369,4,0.22260267760501612,-0.1084916801596894
169,169,sidneyhotel,"The hotel was in a convenient location I had several tours leaving from the Victoria Coach Station, so I wanted a hotel near there this was also not far from other places in central London, some within easy walking distance and others reachable by Tube The breakfast buffet was OK Ive seen better, but Ive seen worseThe room was rather small and cramped, but thats typical of central London hotels unless you pay a heck of a lot more than this Its adequate The room numbering is a bit confusing, with the numbers not corresponding to floors in any sensible way, and there are two different lifts going to different sets of rooms but once you figure that stuff out its all right",2023-08-16,8.0,7.8,12641,1,0,Decent hotel in a good location,3,8.7,7.8,8.3,8.3,7.9,9.1,2024-12-02,6,123,474,0.2,52.13,-36.46,3.17572472957536,0.155307974517291,3.941,4,0.2033093932594854,0.04206985815262454
170,170,radissonblugrafton,"Proximity to Warren st tube station
Clean bathroom, nice sheetsVery small room, no chocolate or biscuits Dirty window frames and some dirt on skirting boards",2024-09-04,5.0,7.9,9315,0,0,Passable,4,8.7,8.0,8.4,8.5,7.4,9.1,2024-12-02,1,25,89,2.9,11.6,63.02,3.29660827661738,0.0312063284131037,4.127,4,0.22113276433871015,-0.34874378258040045
171,171,milleniumgloucester,"The location and bedsDated facilities, dated bathroom",2021-12-06,6.0,7.4,15320,0,0,Pleasant,4,8.0,7.4,7.8,7.9,7.3,9.0,2024-12-02,1,7,1092,1.4,19.94,5.15,3.30524920950947,0.0191770426373131,4.042,4,0.10937012227223794,-0.3787917990020381
172,172,studios2let,"The room was fine for a one night stay  The value for that location was good  The hosts were able to move us to a basement room which only required 2 flights of steps  The room was clean and met our needs for that night  The location was within walking distance of the train station which was our main reason for selecting Studios2LetThe room was so tiny that we appreciated that it was for one night only  The lack of a lift was very sad  We had very heavy suitcases and navigating multiple sets of stairs became difficult for persons of our age  Also, having to scoot out the faux shelf below the window to turn on the heat was a trick

I am not sure how you calculated a 5 on this review  I have almost as many frowns as smiles on the scale",2024-04-27,5.0,7.6,11670,0,0,"Tiny, tiny room but good value for the location to the train station",3,8.3,7.5,7.9,7.8,7.6,9.3,2024-12-02,13,145,219,2.6,60.48,-50.33,3.28694853547608,0.0434644740063323,3.986,4,0.2680337713594122,0.15617498200846794
173,173,marlin-waterloo,I personally enjoyed the location it was easy to get to just a short 5 minute walk from the station On arrival the staff were so accommodating and friendly and my room was just as I had imagined it to beI didnt like that the wasnt a direct phone line to get hold of reception it was only through WhatsApp message and sometimes the reply was too long and I got a bit frustrated with it,2023-10-19,10.0,8.1,10695,0,0,Worth it,4,8.5,8.2,8.2,8.2,7.6,9.3,2024-12-02,2,76,410,1.9,33.03,19.72,3.07060436582384,0.205460668378754,4.078,4,0.12482178631971944,0.2158745183429467
174,174,park-plaza-county-hall,Location and viewBreakfast buffet food could be warmer,2024-11-12,8.0,8.6,11045,0,0,Good,4,9.0,8.7,8.8,8.9,7.9,9.5,2024-12-02,1,8,20,0.6,13.2,63.36,3.29931472861314,0.0186241619209645,4.064,4,0.3789716594845433,-0.11834075825178393
175,175,norfolktowershotel,it was nice clean and tidy friendly staff went above and beyondthere was nothing I didnt like aside the fire alarm making an appearance for a little while on and off at 8am,2022-05-16,9.0,7.7,9382,0,0,lovely would deffo stay again,4,8.7,8.3,8.7,8.8,8.1,8.9,2024-12-02,5,33,931,1.3,14.41,71.82,3.3023499667797,0.0247531759799382,4.074,4,-0.10360133556798101,-0.06270987176538548
176,176,z-trafalgar,"Great Location  Youre near everything  All the major sites are close and do is the night life  Public transportation is cheap and safeVery clean and modern however the rooms are very small  The small bathroom is about 40 of the total room  Great for couples who arent there much, but the room is very small  Well laid out but the total space with bathroom is as big as a small bedroom",2022-10-02,9.0,8.4,13923,0,0,Superb,3,9.1,8.4,8.7,8.7,8.2,9.7,2024-12-02,1,71,792,0.6,29.53,24.79,3.28160571409958,0.0530929628749625,4.227,4,0.24732784304411873,0.11415084769197072
177,177,sidneyhotel,"Very good locationRoom is very small especially bathroom
Coffee at breakfast very poor",2021-12-22,7.0,7.8,12641,0,0,Adequate accommodation  Very good location close to underground station,3,8.7,7.8,8.3,8.3,7.9,9.1,2024-12-02,9,13,1076,0.8,11.35,49.82,3.29423087379312,0.0280107427943693,3.847,4,-0.01755839147600173,-0.04527730514206332
178,178,ace,"Location to underground tubeCarpet, stairs, slow shower drain, terrible bed  pillows",2023-04-08,4.0,7.7,6277,0,0,Disappointing,4,8.4,7.7,8.1,8.0,7.9,8.6,2024-12-02,1,11,604,3.7,15.31,34.93,3.29752816643941,0.0286600261606443,2.311,1,-0.029624792214086978,-0.07561322891473085
179,179,parkinternational,"Helpful staff, very close to the tube station and restaurants, walking distance to the Museum of National History Very clean and affordable",2024-04-07,10.0,7.6,6120,0,0,"Helpful staff, very close to the tube station and restaurants, walking distance to the Museum of National History Very",4,8.4,7.5,7.9,8.0,7.4,9.0,2024-12-02,19,22,239,2.4,14.25,49.15,3.28909833648549,0.0391730545339339,4.598,5,0.5219162066949592,-0.24359369142968956
180,180,montcalm-chilworth-townhouse," Stunning location convenient for tube pretty foyerRoom was tiny like proper tiny
Breakfast was cheap Coffee was cold in shared jug",2024-08-08,5.0,7.7,9205,0,0,Adequate,5,8.6,7.8,8.2,8.3,7.4,9.1,2024-12-02,1,21,116,2.7,14.11,58.62,3.29155128239257,0.0364269852780726,4.207,4,0.32449671800197066,-0.15815658516377867
181,181,windsorhousehotel,"Great location near the Underground station Earls Court It is very convenient to visit the cityBasically, there is no natural light in the room Our room was too  expensive for what it offers even if we take into consideration that we have visited London on New Years weekend Room too small",2024-01-11,8.0,8.0,6335,0,0,Very good,4,8.2,8.1,8.5,8.6,7.7,9.1,2024-12-02,2,51,326,0.0,26.67,28.17,3.29290346123513,0.0360189220514717,4.202,4,0.27711381259855106,-0.22874181297794682
182,182,thistletower,"This was our second time at the hotel Its in a great location, just a 5 minute walk from the tube Last time we had a view of Tower Bridge from our room This time we had a view of St Katherines docks and the City of London, so still didnt disappointWe paid 22 each for the breakfast and it wasnt the best The choice was very good but the cooked breakfast wasnt very warm",2024-11-12,8.0,7.7,20956,0,1,"Great location, amazing views, would definitely stay there again",4,8.4,7.6,8.1,8.2,7.4,9.5,2024-12-02,9,75,20,0.3,31.07,29.19,3.2785956822121,0.0302125930734405,4.035,4,0.315899730534392,0.1870619277523025
183,183,lancaster-gate,Clean and happy staffNothing,2022-07-11,9.0,7.7,14445,1,0,Superb,3,8.6,7.5,8.0,8.0,7.7,9.0,2024-12-02,1,4,875,1.3,1.6,75.88,3.3133937127608,0.006940897836214,4.446,5,0.0566279392059191,0.04187465517384898
184,184,cityinnwestminster,"Excellent room, quiet and comfortable Bar had some good cocktails Close to conference centreLift to my floor broke down on the day I was leaving I have to use the lift owing to mobility problems after an operation",2023-10-04,9.0,8.3,7467,0,0,Superb,4,8.8,8.5,8.8,8.8,7.9,8.9,2024-12-02,1,38,425,0.699999999999999,21.52,41.37,3.2968235920785,0.0223363036508094,4.274,4,-0.03556173563783767,-0.2854168812592604
185,185,stgileshotel,"Good locationConsidering it was superior room, it was small",2024-08-20,8.0,7.0,14989,1,0,"Enjoyed stay, restaurants were ok",3,8.1,6.9,7.3,7.3,7.0,9.4,2024-12-02,5,9,104,1.0,12.49,28.5,3.30562655364011,0.0142392664342045,4.074,4,0.0298597457988131,-0.0523566371373491
186,186,the-clermont-victoria,"The location is fab and really close to the theatre district, our theatre and restaurant were just a 5 minute walk  The hotel is lovely and our room was great, we loved the added touch of the free drinks in the room and the fact that you could change the pillows if they were too hardsoft with their own little menu  Breakfast was good, lots of choice and everything was piping hot  I do think however the biggest attraction for this hotel is the helpfulness, friendliness and courtesy from all of the staff, without exception, they could not do enough to ensure we had a great experience and we didnothing to be honest",2023-02-19,10.0,8.7,6664,0,0,Outstanding customer service and super hotel,4,9.1,8.7,9.1,9.1,8.0,9.6,2024-12-02,6,113,652,1.3,47.68,-17.85,3.28290232966847,0.0267761952462103,4.208,4,0.16721528045051048,0.1757932918554501
187,187,lancaster-gate,Everything  it always isNothing,2022-05-11,10.0,7.7,14445,0,0,Have stayed here quite a few times before and would do so again,3,8.6,7.5,8.0,8.0,7.7,9.0,2024-12-02,13,4,936,2.3,11.6,8.2,3.3114116922114,0.0111370488362127,4.087,5,0.08095336444545537,0.005615702545824653
188,188,radissonblugrafton,"Location
CleanlinessSmall room",2022-12-09,8.0,7.9,9315,0,0,Very good,4,8.7,8.0,8.4,8.5,7.4,9.1,2024-12-02,2,3,724,0.0999999999999996,27.87,-24.64,3.31177206481592,0.0090889877570304,3.975,4,0.13937553414693957,-0.28198529310500065
189,189,stgileshotel,"Position, in the Heart of West EndWest Wing was very dated",2024-05-06,7.0,7.0,14989,1,0,"Great Location, in the process of upgradeI think the price we paid for our room in relation to the condition was to hig",3,8.1,6.9,7.3,7.3,7.0,9.4,2024-12-02,23,11,210,0.0,8.04,85.69,3.31358383086602,0.0069246052509288,4.079,4,0.10716880736341684,0.040489534091343496
190,190,sidneyhotel,The double bed was extremely small and there was electrical radiator if we needed warmth,2024-02-19,6.0,7.8,12641,0,0,Pleasant,3,8.7,7.8,8.3,8.3,7.9,9.1,2024-12-02,1,15,287,1.8,14.0,56.25,3.30224952457614,0.0222357835170859,3.068,4,0.23071475362563398,-0.1970329742707497
191,191,windsorhousehotel,Very clean and quietDouble room was very small,2022-04-23,7.0,8.0,6335,0,0,Good hotel at a reasonable price in central London,4,8.2,8.1,8.5,8.6,7.7,9.1,2024-12-02,9,8,954,1.0,8.2,80.28,3.30938488231028,0.0131797743177204,4.16,4,0.12990084989536976,-0.31596578654984914
192,192,milleniumgloucester,Just a nice hotel and staffCouldnt turns the lights off in the room,2024-10-29,8.0,7.4,15320,0,0,Very good,4,8.0,7.4,7.8,7.9,7.3,9.0,2024-12-02,2,13,34,0.6,5.2,92.12,3.30751977573493,0.0119078106680623,4.368,4,0.18826411682954383,-0.01711997543816908
193,193,blakemore,Wonderful location near Hyde ParkBreakfast area a little crowded for the large number of guests,2023-11-04,8.0,8.3,12340,0,0,Hyde Park proximity a plus,4,8.7,8.3,8.7,8.8,8.1,8.9,2024-12-02,5,15,394,0.300000000000001,11.33,56.25,3.31081246807497,0.0031405120619423,4.432,4,0.36486679480991907,0.07930487621827566
194,194,tavistock,"Its location
The bar and restaurant are good 
The rooms are clean and tidyThe bathroom is very very tired and in need of an upgrade 
But all very clean",2024-04-12,8.0,7.7,5932,0,0,Sad that the bathroom is so  tired the staff still keep the rooms clean and tidy  They just need an upgrade Would stay,3,8.7,7.6,8.2,8.0,7.5,9.1,2024-12-02,23,29,234,0.3,12.98,75.88,3.31413304466974,0.004922589108381,4.087,4,0.26932792612758716,-0.24654144944053566
195,195,milleniumgloucester,Lovely hotelDidnt sleep at all on the Sunday night due to banging all night which we realised in the morning it was the flag  and pole outside our window reported this at checkout in the morning who didnt seem bothered was more interested that we hadnt reported it in the middle of the night and we could of slept in another room I did explain to her we wouldnt of moved early hours of the morning with a child in tow,2024-10-29,8.0,7.4,15320,0,0,Ok apart from the banging and lack of sleep,4,8.0,7.4,7.8,7.9,7.3,9.0,2024-12-02,9,81,34,0.6,33.39,14.64,1.77938575370121,1.42140720249502,4.053,4,0.21966497726945552,0.05715393228204685
196,196,thistletower,Good location Very comfortable room and bedLifts were shocking So busy and missing floors to collect people Every lift we got into was near enough full Also had a random man knock and ring the doorbell continuously at my room at 11pm,2024-10-27,7.0,7.7,20956,0,0,Good,4,8.4,7.6,8.1,8.2,7.4,9.5,2024-12-02,1,42,36,0.7,19.66,45.77,3.25357378613949,0.0447465546302979,4.375,4,0.2730215528899224,0.006829562734831102
197,197,thistletower,"Clean rooms, very polite staffLifts are normally busy in the morning  2 out of 4 lifts were out of use for planned maintenance  At times we went up twice in the same lift before we landed at ground level",2024-02-18,8.0,7.7,20956,0,0,Great stay location,4,8.4,7.6,8.1,8.2,7.4,9.5,2024-12-02,3,39,288,0.3,17.65,65.73,3.3138425212972,0.0067524937530146,4.073,4,0.00011526326613382418,0.07816763103330343
198,198,nyx-hotel-london-by-leonardo-hotels,"Great location, walkable distances and close to Tube Spa with saunas were really good after long dayOne day did not have Wifi and lifts were not working but might be involved with some kind of emergency they had",2024-07-01,9.0,8.4,9394,0,0,"Good place to stay, with beautiful room and geat spa",5,8.7,8.7,8.8,8.9,7.9,9.3,2024-12-02,10,38,154,0.6,18.36,58.29,3.30985223127343,0.0028235097511757,4.228,4,0.30233311685575487,-0.17688009407821972
199,199,sidneyhotel,It was a comfortable room and reasonably priced The staff were helpful and kind The breakfast food was plentiful and decent The locale was what I wantedI would have loved some bacon or sausage on the weekend,2023-07-04,8.0,7.8,12641,0,0,My stay was very good and I would recommend the place,3,8.7,7.8,8.3,8.3,7.9,9.1,2024-12-02,11,37,517,0.2,18.04,50.84,3.28681739228548,0.0351087524129979,4.192,4,0.3297929655827805,-0.04944117869340392
200,200,park-plaza-county-hall,"Great Location, friendly reception staffOver priced for a bit shabby rough around edges hotel  Rooms were no better than a premier inn  didnt feel lived up to the Plaza name or price",2024-11-11,5.0,8.6,11045,0,0,Passable,4,9.0,8.7,8.8,8.9,7.9,9.5,2024-12-02,1,32,21,3.6,15.3,64.38,3.31580934575651,0.0025600143101876,4.001,4,0.0680287795323966,-0.05441814593828822
201,201,sidneyhotel,"Staff  friendly and helpful 
Room cleanliness very good 
Location excellent for usToilet too small , could hardly swing a cat 
Breakfast could be improved supply croissants etc  
Tea in a thermos at breakfast  tea was not as hot as should be Tea pots would be a better idea",2022-06-17,8.0,7.8,12641,0,0,Enjoyed our visit very much,3,8.7,7.8,8.3,8.3,7.9,9.1,2024-12-02,5,48,899,0.2,22.2,40.69,3.27388034310127,0.0508814651509288,4.128,4,0.13452479939190123,-0.20959217773431335
202,202,zedwell-trocaderor,Base music till late into the evening,2022-12-30,8.0,7.4,39497,0,0,very good,0,8.1,7.2,7.9,7.9,7.5,9.6,2024-12-02,2,7,703,0.6,2.8,89.75,3.28057436411545,0.0225098607834459,3.875,4,0.5477249728058184,-0.054487319539316605
203,203,montcalm-chilworth-townhouse,"Clean, friendly staff and very helpful 
Good facilities in the room",2024-07-14,9.0,7.7,9205,0,0,"Ideal for Hyde park, so great when BST festival is on, lovely hotel",5,8.6,7.8,8.2,8.3,7.4,9.1,2024-12-02,13,11,141,1.3,8.04,68.77,3.2942265618102,0.0289811821303182,4.594,5,0.41188848834455877,-0.24829771337679823
204,204,milleniumgloucester,"close to tube,  close to where I was going  Breakfast included in price
Smiley, thankful  folk  it all helps  so importantwindows dont open
Id sooner have a shower, not a bath, but thats subjective",2023-02-18,8.0,7.4,15320,0,0,"Most, very good",4,8.0,7.4,7.8,7.9,7.3,9.0,2024-12-02,3,34,653,0.6,17.13,53.89,3.31185621206706,0.008441318257641,4.396,4,0.0911095275776853,0.142902170883295
205,205,park-plaza-county-hall,Lovely bright clean hotel Staff were all lovely and friendly Rooms was big with great views Ideal for staying with husband and daughter,2024-09-16,10.0,8.6,11045,0,0,Exceptional,4,9.0,8.7,8.8,8.9,7.9,9.5,2024-12-02,1,23,77,1.4,9.2,73.51,3.29226303206505,0.0353068307240865,4.599,5,0.19728573780074918,0.028608946340526277
206,206,hanoverhotel,Very accommodating and polite  Knowledgeable of the area and super helpfulHard to locate from taxi  The sign for the hotel wasnt very visible,2023-06-25,9.0,7.8,5613,0,0,Perfect for a quick overnight or a getaway,4,8.6,7.8,8.4,8.4,7.9,8.9,2024-12-02,8,23,526,1.2,16.16,39.67,3.30508740201595,0.0196487502771737,4.435,4,0.08814371011105838,-0.0287462422383616
207,207,z-trafalgar,Excellent location Clean Modern Great staffSmall rooms but that is not hidden Not a big issue at all for a couple of nights,2023-02-19,10.0,8.4,13923,0,0,Exceptional,3,9.1,8.4,8.7,8.7,8.2,9.7,2024-12-02,1,23,652,1.6,12.68,65.05,3.29793176663811,0.0288125127547029,4.226,4,0.5159471863980344,-0.06565457797959226
208,208,nyx-hotel-london-by-leonardo-hotels,"All the staff were very friendly and helpful We went there to celebrate my bfs bday and they placed some treats, decors and a bday card for himNone",2024-10-15,10.0,8.4,9394,0,0,Excellent,5,8.7,8.7,8.8,8.9,7.9,9.3,2024-12-02,1,28,48,1.6,12.63,76.9,3.3057004367867,0.0182017316119598,4.553,5,0.5526533752060426,0.18884295044289617
209,209,the-belgrave,Perfect location  Room was a bit small but ok for a  short stay  Breakfast was delicious   Fresh towels everyday and the staff were very helpful but could smile moreNothing,2023-07-18,8.0,8.6,5715,1,0,Very good,4,9.1,8.6,9.1,9.0,8.3,9.2,2024-12-02,2,29,503,0.6,14.36,58.96,3.28908524009732,0.038123875101195,4.198,4,0.5474261461635659,0.13199027881877903
210,210,zedwell-trocaderor,The online checkin required a credit card A lot of people of my country do not have that A scan of the passport would be better,2022-09-04,8.0,7.4,39497,1,0,Very good,0,8.1,7.2,7.9,7.9,7.5,9.6,2024-12-02,2,26,820,0.6,10.4,70.47,3.18318961045895,0.106133371956939,3.686,4,0.03753036720225991,0.08070641074468884
211,211,crestfieldhotel,"location next to Kings Cross STP  good choice for those who continue travelling by train or plane from all London airports, in fact this was my main reason of choice as I had a train to Luton at 6 am, room was serviced every day and it was clean, water refilled every day  kettle with tea and coffee  big plus, very nice personnel noise of all trains from underground  almost 24h  it was not so bad for me but for someone who is much more sensitive it might be horrible, very small double bed so in fact I cannot image normal L or XL couple being able to sleep well  S size only , I was travelling with my 12 years old rather small Son and it was very uncomfortable, also lenght of the bed is not for 180 cm person as my feet were off , bed very uncomfortable, room very small  reasonable choice for one max two nights",2022-08-14,7.0,7.8,6515,0,0,good option for one or two days stay  super close to Kings Cross STP,2,8.6,7.6,8.4,8.1,7.9,9.4,2024-12-02,14,160,841,0.8,65.48,-63.52,3.17058885959904,0.143554640445051,3.853,4,-0.1012508101234488,-0.15046819880276907
212,212,marlin-waterloo,Excellent service,2024-10-28,8.0,8.1,10695,0,0,Very good,4,8.5,8.2,8.2,8.2,7.6,9.3,2024-12-02,2,2,35,0.0999999999999996,20.8,-6.7,3.30894191297204,0.0119948286539466,4.754,5,0.39885584386897666,0.15886661871338612
213,213,blakemore,"Lovely outside area 
Great size bed really comfortableNo mini bar in room fridge was empty No room service after eleven or didnt seem to be as no one answered the phone",2024-10-25,8.0,8.3,12340,0,0,Comfortable and clean  very good location,4,8.7,8.3,8.7,8.8,8.1,8.9,2024-12-02,6,31,38,0.300000000000001,13.69,56.93,3.30433842005176,0.0219107362720222,4.344,4,0.13704210797850958,-0.16336031684225635
214,214,park-plaza-county-hall,The staff was very friendly and helpful,2023-09-04,10.0,8.6,11045,0,0,Exceptional,4,9.0,8.7,8.8,8.9,7.9,9.5,2024-12-02,1,7,455,1.4,2.8,89.75,3.30772549938497,0.0150146388114864,4.476,5,0.5652287535529821,-0.05983176259897831
215,215,marlin-waterloo,"Excellent location, services and roomsNo parking",2023-10-31,9.0,8.1,10695,0,0,Excellent,4,8.5,8.2,8.2,8.2,7.6,9.3,2024-12-02,1,6,398,0.9,15.73,14.63,3.30850123060059,0.0126325982243253,4.691,5,0.22766446660906509,-0.18676409213496115
216,216,crestfieldhotel,Very convenient location Friendly staff allowed us to get the room earlier since we arrived early and room was available Room was pleasantly well designed despite its a little small We will return when we are back to London again Thank you,2022-07-26,9.0,7.8,6515,0,0,Superb,2,8.6,7.6,8.4,8.1,7.9,9.4,2024-12-02,1,42,860,1.2,20.61,45.77,3.18822450610458,0.102289525091129,4.319,4,0.7259116629469172,0.11109496844212585
217,217,stgileshotel,Very central for going round London Breakfasts very niceThe room we were in 232 was small and the beds were only 26 so difficult to move around Shower access was very good and very clean,2023-05-30,8.0,7.0,14989,0,0,Anne,3,8.1,6.9,7.3,7.3,7.0,9.4,2024-12-02,1,35,552,1.0,15.14,61.33,3.28615775423776,0.0391325546843161,4.242,4,0.5137797334098027,-0.31464397188570636
218,218,the-clermont-victoria,"The whole atmosphere was excellent The rooms comfortable and the staff friendly and helpful 
Also well situated for transport and Victoria area
Reception had arranged a birthday cake for my wife, which was very good from Lolas Cupcakes and decorated the room with balloonsThere was nothing that I didnt like",2023-04-20,9.0,8.7,6664,0,0,Great hotel for a stay around Victoria,4,9.1,8.7,9.1,9.1,8.0,9.6,2024-12-02,7,50,592,0.300000000000001,26.4,20.73,3.30297075268304,0.0183663844045416,4.507,5,0.2394785291876459,0.11047323367359699
219,219,the-belgrave,"very nice hotel, comfortable bed, great shower, all you need after whole day sightseeing  10 minutes to Victoria Station, or take the bus 24 which is almost in front of the hotel goes to Trafalgar Square, Pimlico station around the corner many convenience stores, pubs and restaurants, coffee shops in close vicinity of the hotel would recommend to anyone ",2023-11-15,9.0,8.6,5715,1,0,Superb,4,9.1,8.6,9.1,9.0,8.3,9.2,2024-12-02,1,59,383,0.4,28.35,20.05,3.29730936284078,0.0245811771768886,4.599,5,0.30608892523347025,0.08422282133408283
220,220,stgileshotel,"locationtired and dated  room,dirty bathroom, original room smelled of stale smoke, small room, tea coffee station inadequate",2022-11-24,6.0,7.0,14989,0,0,if it wasnt for location and staff would have scored lower hotelroom is very dated and not the best kept,3,8.1,6.9,7.3,7.3,7.0,9.4,2024-12-02,20,17,739,1.0,13.86,45.76,3.29726491962146,0.0295640050394688,1.731,1,-0.1608355409798113,-0.1391852530666018
221,221,studios2let,My room had two windows and it made me fell comfortable with the light of the day and circulation of the airI had to carry on my luggage to the third floora little difficult and tiring,2022-05-19,8.0,7.6,11670,0,0,Exactly like the photos,3,8.3,7.5,7.9,7.8,7.6,9.3,2024-12-02,4,36,928,0.4,17.73,51.86,3.16558842362024,0.120500989953255,4.126,4,0.15964392896943513,0.0016231038587314391
222,222,studios2let,"We love Studios2Let Regularly use this property when in London It provides a range of rooms
We had a great welcome, very comfortable bed, hot and efficient shower 
Ground floor room, with french windows opening onto secluded garden was a treat
Wonderful location enabling easy access by walking, bus and tube travelVery small Tiny shower cubicle and basin 
We only had one comfortable chair, probably because of the space constraint, foldaway seats were a poor alternative Awkward space prevented easy opening of the wardrobe",2022-12-01,9.0,7.6,11670,1,0,Love it here,3,8.3,7.5,7.9,7.8,7.6,9.3,2024-12-02,3,84,732,1.4,38.36,-5.33,3.27500816251552,0.0616802803978574,4.323,4,0.2555056406301441,-0.24012931334791623
223,223,stgileshotel,"I VISIT THE HOTEL BETWEEN 2 AND 3 TIMES A YEAR I AM A TRAVEL AGENT, HAVE MANY GROUPS TO LONDON
THIS TIME I WAS ALLOCATED AT ROOM 521 SMALL ROOM BUT WAS PERFECT I LOVED IT VERY MUCH, ALL FACILITIES WERE THERE AND IT WAS PEFECTTHE LIFTS ARE SLOW, BUT IT IS NOT NEW",2024-09-22,10.0,7.0,14989,0,0,LOVE IT AND OF COURSE WILL COME AGAIN THANK YOU,3,8.1,6.9,7.3,7.3,7.0,9.4,2024-12-02,10,55,71,3.0,24.18,41.03,3.29507508984577,0.0305922024569819,4.086,4,0.060979671103925395,0.10962426093374913
224,224,stgileshotel,LocationMattress to hard,2023-03-31,8.0,7.0,14989,0,0,Very good,3,8.1,6.9,7.3,7.3,7.0,9.4,2024-12-02,2,3,612,1.0,14.53,9.21,3.3135514917493,0.0069383611781911,3.382,4,0.13721088253248984,0.04198653438516982
225,225,studios2let,"Reception staff were very good and helpfulBathroom was very small, no fan or open window Range hood over stove did not work and large window in room did not lock, could be opened from the outside",2024-04-28,4.0,7.6,11670,0,0,Disappointing,3,8.3,7.5,7.9,7.8,7.6,9.3,2024-12-02,1,36,218,3.6,16.62,68.78,3.31391764626956,0.0057718673231381,3.699,4,0.11974436919343495,-0.26820665812228767
226,226,lancaster-gate,"The staff were very attentive, good location, everything was clean even though in general facilities are quite oldPipes run through the whole room, I could hear loud noises almost the whole night which kept me from sleeping, so if you were a light sleeper I do not recommend",2022-03-31,6.0,7.7,14445,0,0,Everthing was fine except for the noises at night,3,8.6,7.5,8.0,8.0,7.7,9.0,2024-12-02,9,48,977,1.7,22.53,39.68,3.28731583298275,0.0183739075376098,3.899,4,0.10006161226840893,-0.04157907865615568
227,227,the-clermont-victoria,"This was our second visit to the hotel and although the price had increased considerably for the same period from the previous year the hotel just ticks the boxes for our annual visit to the Chelsea flower showSome of the housekeeping in the corridors , on occasions we were met with a vacuum cleaner and other rooms room service outside our room door",2023-05-31,9.0,8.7,6664,0,0,"A very nice, high quality hotel ideally located for the places  we like to see when visiting London",4,9.1,8.7,9.1,9.1,8.0,9.6,2024-12-02,18,63,551,0.300000000000001,29.96,17.01,3.31347183575716,0.0030321767849825,4.342,4,0.5004120969981348,-0.13589267675868102
