Review_Text,Posted_Date,Rating,Average_Rating,Num_of_Ratings,Helpfulness,Reviewer,Review Title,Link,Rating_Distribution,Rating_of_Performance,Rating_of_Story
The audio performance of the Sandman lives up to the great story  I listen through the entire book in one sitting,08-17-20,5,4.6,52781,0,Amazon Customer,Great Audio Production,https://www.audible.com/pd/The-Sandman-Audiobook/B086WP794Z,"41741,6347,2482,1077,1134","41992,2633,727,328,483","35483,5976,2420,1029,1076"
"I thought this book was incredibly boring, there were so many times I wanted to turn back but I just kept thinking what about all the reviews I was bored out of my mind the entire time and it never got better",02-27-18,2,4.1,11453,0,Christina,On and on and On,https://www.audible.com/pd/The-End-of-the-Affair-Audiobook/B007ZEAI3I,"5509,3231,1753,611,349","8375,1324,452,144,113","4332,2980,1879,695,474"
"Do not hesitate  Wonderful, aweinspiring writing  Read in the perfect voice  Make sure you have time, you wont want to put it down",12-04-21,5,4.6,8793,0,Janice Gasker,fantastic,https://www.audible.com/pd/Piranesi-Audiobook/1526622416,"6171,1735,627,158,102","6750,722,136,17,20","5284,1528,534,166,109"
Hated the character Lex lol Of course like most reads its definitely an eye opener and a lot more story that went a much different direction than the film Worth your time,11-22-24,5,4.8,42709,0,Brian D. Smith,"Great read, lots of action",https://www.audible.com/pd/Jurassic-Park-Audiobook/B00U7UORMU,"34173,6996,1235,212,93","30610,6309,1249,178,92","30783,6038,1228,237,82"
"I kinda like the straightforward, nonpretensions way Sedaris tells stories, that said, I cant shake the overall mediocrity of the stories here Just sorta bland life stuff Theres a tinge of sadness with the suicide of the authors sister and the death of his father thats the overarching theme of this book, but theres not really enough depth there Its fine that its understated, but I cant shake the feeling that the book only exists because Sedaris is an NPR guy The humor is pretty bland overall complete with a standup act about airlines  Maybe its the kind of humor thats meant to be funnyinteresting, not funnyfunny but a lot of it is constructed with punchlines so I can only conclude that at least some of it was going for belly laughs and falling short I suppose Im coming off too negative here, overall I thought it was alright and enjoyed the little vignettes presented And I do think it was wellwritten for what thats worth But just nothing revelatory or hardhitting",03-15-19,3,4.6,22164,55,Matthew Beyer,NPR humor,https://www.audible.com/pd/Calypso-Audiobook/B07BGGTGBQ,"16484,3753,1212,381,334","16685,1875,600,217,192","13990,3545,1195,375,336"
"Rather than reading this wellwritten and touching story, I am glad I listened to it  The reading by the author, an unpolished narrator with slightly accented English, seemed to make this first person exploration of a mans agonized discovery of himself exquisitely real",05-05-05,5,4.6,20336,7,Charles,A novel better heard than read,https://www.audible.com/pd/The-Kite-Runner-Audiobook/B002V8H0S4,"15068,3813,957,284,214","10865,2352,673,151,109","11266,2076,546,140,128"
Complete breakdown of the black American experience since the beginninglife changing prospective I am now a better American,01-09-23,5,4.8,4522,0,Danielle G,Breathtaking,https://www.audible.com/pd/The-1619-Project-Audiobook/0593452283,"3982,334,96,42,68","3423,359,85,18,50","3535,232,66,25,60"
"First, I am so glad that I listened to the book rather than read it Why Because her voice made the entire journey so real, intense and detailed If I had read it, I would have been tempted to skip over this detailed account of her ever so wondrous lifeTo have such a famous person take the time to write this account of her life is a true gift to us all We should take the time to listen It is truly a book about becoming who we are and how to make the most of the opportunities that life presentsIt was inspirational Listen to it",07-16-19,5,4.9,181868,0,Chuter,Humility has not gone out of style,https://www.audible.com/pd/Becoming-Audiobook/B07B3BCZ9S,"167358,11293,2099,526,592","150764,8445,1619,378,412","146729,11086,1957,499,466"
Made me wish that I could go to Hogwarts and become a witch  Loved  it,01-04-19,5,4.9,196712,0,Shelley P.,Exceptional,https://www.audible.com/pd/Harry-Potter-and-the-Sorcerers-Stone-Book-1-Audiobook/B017V4IM1G,"183575,10378,1660,441,658","154488,13240,3443,769,731","162212,8144,1206,241,355"
"It was pretty good  It was fairly far fetched at times, with okay science, good narration and entertaining characters",06-10-21,4,4.9,182379,0,John B.,Not bad,https://www.audible.com/pd/Project-Hail-Mary-Audiobook/B08G9PRS1K,"162833,15895,2619,672,360","156733,7989,1298,287,227","145112,16872,2818,763,416"
"I dont say this lightly I have over 500 audiobooks in my library that I have listened to This one is absolutely superb Let me count the ways1 Excellent scifi story, grounded in science A grand adventure with very high stakes If you liked the Martian, you will like this one If you havent read the Martian, read it after this one You may even learn something2 Great character arc with nice surprises along the way3 Really inventive use of audio  it was truly integral to the story, not like annoying background music In fact, it helped make the story Hard to say more without spoilers4 Ray Porter narration Simply the best in the business as far as Im concerned",12-06-22,5,4.9,182379,0,John M,Best Audiobook I Have Ever Listened To,https://www.audible.com/pd/Project-Hail-Mary-Audiobook/B08G9PRS1K,"162833,15895,2619,672,360","156733,7989,1298,287,227","145112,16872,2818,763,416"
Anthony Bourdain is the only one suitable to narrate his own book for how fluid and personal it is It was an amazing listen,03-01-20,5,4.8,36876,0,jg,Amazing,https://www.audible.com/pd/Kitchen-Confidential-Audiobook/B002VA8GSA,"30168,5163,1181,203,161","26805,3001,736,128,75","25132,4213,975,162,95"
Really enjoyed this author and this bookIt was a fun read excited for the next book,08-06-19,5,4.6,21522,0,Mechel G,Great book,https://www.audible.com/pd/How-to-Date-Your-Dragon-Audiobook/B078892NLF,"14899,4844,1421,265,93","15168,3668,912,141,61","13468,4443,1566,301,120"
I got this book for my Book Club that I just joined  I loved Edward Herrmanns narration  I would probably recommend it as an audio book rather than reading  I was impressed with these boys and what they accomplished,10-22-18,5,4.8,42900,0,Brenda Davidson,Was very impressed,https://www.audible.com/pd/The-Boys-in-the-Boat-Audiobook/B00D3PBYAE,"37077,4598,905,188,132","33970,3890,702,138,102","34008,3562,826,177,112"
For the lay person it was hard to follow the medical terms I did learn things that I would never dream of Growing up in the South I can sympathize with the family My heart breaks for the family  It was a story that definitely needed to be told Narrator was amazing,03-24-24,3,4.6,16707,0,Gail Gross,Debra,https://www.audible.com/pd/The-Immortal-Life-of-Henrietta-Lacks-Audiobook/B0035FVJQQ,"11855,3490,1003,227,132","10134,2688,679,117,81","10338,2418,723,157,104"
Finished it in 2 days Couldnt stop listening Mel makes it easy This book offers so much Throughly enjoyed it 5 4321 I look forward to applying everything this book taught me,07-19-18,5,4.7,51395,0,Scott Chelini,Very Solid,https://www.audible.com/pd/The-5-Second-Rule-Audiobook/B06VX22V89,"41486,5668,1993,1020,1228","36990,4507,1581,668,975","35034,5246,1985,908,1211"
"One of the best scifi books Ive listened to if youre into the scifispace genre I doubt youll be disappointed There are some very unique experiences The writer truly brings something new to the genre I just wish it was longer Not to worry, a second book it to be out soon For We Are Many I believe is the title of book two Enjoy",11-16-16,5,4.7,104740,1,Joe Ibrahim,Loved it,https://www.audible.com/pd/We-Are-Legion-We-Are-Bob-Audiobook/B01L082HJ2,"79771,18828,4359,1086,696","82079,11698,1773,319,205","70828,18272,4757,1215,765"
Oh I absolutely loved this very quick listen Its entirely based on phone calls but I was able to get into it very quickly and relate with the characters Kind of wish there was a little bit more to it but I am very impressed with what was done in the very small amount of time that it was done in My heart was definitely racing by the end,11-21-20,5,4.5,32619,0,Luke Worthington,Wow,https://www.audible.com/pd/Evil-Eye-Audiobook/B07QP1X8B7,"21973,7120,2395,652,479","24192,3973,1106,296,275","19324,6598,2562,726,499"
"Sandman was a great graphic novel series back in the 90s This is a series of short tales, like a graphic novel, that each holds part of the overall story The narration is very good with a lot of famous actors reading characters as well Some of the sound effects are good while some are distracting Overall, a fun listen that brings back memories if you read Sandman or it brings new listeners into the stories",11-08-20,4,4.6,52781,0,Anthony Cossio,A graphic novel turned into a fun tale,https://www.audible.com/pd/The-Sandman-Audiobook/B086WP794Z,"41741,6347,2482,1077,1134","41992,2633,727,328,483","35483,5976,2420,1029,1076"
Have been a fan of the TV show for a while and the book did not disappoint Cant wait to listen to the other titles in this series,02-15-20,5,4.6,79190,0,Robin,Loved every minute of it,https://www.audible.com/pd/Outlander-Audiobook/B002V1CJ8W,"60696,10669,4147,1993,1685","56108,7529,2256,679,679","51992,8515,3387,1641,1443"
"I am so impressed by this story Truly Beautiful, with such character, emotion and yes science Well done Andy Ill say nothing more, this book is meant to be read without knowing anything about it",08-13-22,5,4.9,182379,0,Timothy,Beautifully Story,https://www.audible.com/pd/Project-Hail-Mary-Audiobook/B08G9PRS1K,"162833,15895,2619,672,360","156733,7989,1298,287,227","145112,16872,2818,763,416"
Mandelas life  so impactful  also opens many doors and pathways for each of us  The inspired storytelling lets wisdom seep into ones heart as deeply as a gentle rain,12-10-22,5,4.9,138,3,Christine F. Boesch,Awesome Simplicity,https://www.audible.com/pd/Mandela-The-Lost-Tapes-Podcast/B0BKMWXX38,"130,4,3,1,0","125,7,0,0,0","125,5,3,0,0"
"very very good listen 100 stars  for Tony if you are in food or just like a very well told story, your in for a treat",06-17-18,5,4.8,36876,0,Humberto,long live bordain,https://www.audible.com/pd/Kitchen-Confidential-Audiobook/B002VA8GSA,"30168,5163,1181,203,161","26805,3001,736,128,75","25132,4213,975,162,95"
Didnt see the ending coming  You walk with the character through her journey  Wonderful  Whats next,10-03-18,5,4.3,11677,0,Lou Carter,Loved the performance Thought provoking story,https://www.audible.com/pd/Girls-Boys-Audiobook/B07DL1VSHB,"7393,2086,926,479,793","8712,1006,470,215,428","6445,2152,926,480,764"
"Having grown up in Russia, I have never read the book It is simply fantastic It is beautifully narrated and the lessons from this book are as relevant as ever",04-28-17,5,4.8,47362,0,Alexander,Beautiful and deep,https://www.audible.com/pd/To-Kill-a-Mockingbird-Audiobook/B00K1HQVOQ,"40479,5073,1181,293,336","36838,3860,925,211,220","36017,4183,1156,272,278"
"The Great Gatsby is a love story that most of us cant fathom Gatsby a mysterious millionaire trys to run back to his past by running away from the problems he has made The love of a girl drives him mad and tortured his everyday life as he forces himself to fill his mansion with people from all over to hide his loneliness and longing The Great Gatsby dose start slow but picks up as you deep dive into Gatsbys life This really is a good book for those who love intense, real, love stories And I would recommend this book to anyone who likes to be challenged and pushed outside the box",07-21-22,4,4.5,23265,0,Heather Cook,The Great Gatsby,https://www.audible.com/pd/The-Great-Gatsby-Audiobook/B00BWYDMK8,"15034,5224,2102,560,345","14670,3947,1297,348,217","13136,4314,2045,576,372"
This book is unbelievable the story line is rich and exciting and is beautifully narrated by Davina Porter Ive listened to the entire series and have started it over again I cant bear to leave these characters behind,02-24-16,5,4.6,79190,0,Camille Gernhart,A new classic,https://www.audible.com/pd/Outlander-Audiobook/B002V1CJ8W,"60696,10669,4147,1993,1685","56108,7529,2256,679,679","51992,8515,3387,1641,1443"
Dont Panic From there it beginsa modern day classic brought to life by the amazing Stephen Fry Listen over and over again,03-23-20,5,4.6,55145,0,AMackowiak,Classic,https://www.audible.com/pd/The-Hitchhikers-Guide-to-the-Galaxy-Audiobook/B002VA9SWS,"40868,9576,3215,929,557","40758,5054,1135,232,192","34621,7996,3097,994,594"
"Dont put off reading this book It is one of the best books Ive read this year Its told from multiple points of view which I normally dislike and why I was hesitant to read it, but its so well done it brings more depth to the characters and story overall",11-25-22,5,4.6,22819,0,Jennifer Roderick,Im immediately reading this book again,https://www.audible.com/pd/The-Lincoln-Highway-Audiobook/0593452100,"16748,4059,1363,406,243","17075,2306,511,139,98","14417,3650,1231,436,272"
"One of the absolute best nonfiction books I have ever readlistened to Radden Keefe is not only an effective storyteller, but provides educational insight in an easy to understand manner I was surprised that he narrated his own book, and was damn good at it100 Recommend this book to those who wish to understand more about the corrupt business of healthcare and the opioid epidemic",01-03-22,5,4.9,8940,0,Raytdavidson,EyeOpening and Objective,https://www.audible.com/pd/Empire-of-Pain-Audiobook/0593162390,"7897,854,146,27,16","7043,599,110,19,17","6949,658,97,22,18"
I could not stop listening this book Really good cast and an awesome story,01-11-22,5,4.6,35784,0,j.valdez,really good horror book,https://www.audible.com/pd/Dracula-Audible-Edition-Audiobook/B0078PA1OA,"25547,7314,2206,480,237","26720,4257,1025,240,142","22258,6695,2559,525,257"
"I enjoyed the narration and Mr Dales soothing voice Could have done without the musical bits, but Im an adult My son loves the audio version He has ADHD and can do things like build with Legos while listening so he can get further in a sitting than with traditional books Highly recommend to other parents for longer car trips or for children who usually have trouble sitting still long enough to finish a larger book",08-06-18,4,4.9,196712,0,A. E. B.,Well done audio adaptation,https://www.audible.com/pd/Harry-Potter-and-the-Sorcerers-Stone-Book-1-Audiobook/B017V4IM1G,"183575,10378,1660,441,658","154488,13240,3443,769,731","162212,8144,1206,241,355"
I started watching this on Hulu and loved it from the get go Elizabeth Moss is superb The book however does not do meet up to my expectations Usually a book is far better than the movie or show I would say dismiss reading this book The last two hours are horrible Boring Cant wait for my next Hulu version,06-07-17,1,4.5,36116,0,Violet Heydet,Disappointed,https://www.audible.com/pd/The-Handmaids-Tale-Special-Edition-Audiobook/B06XFW9YZ5,"24398,7248,2683,1000,787","24729,5316,1623,518,402","21863,6313,2504,957,853"
I was not ready for how much I needed to hear this This was an enjoyable journey for the mind and ears,09-21-21,5,4.7,7753,0,Tanya Ryle,wow,https://www.audible.com/pd/Beginners-Mind-Audiobook/B08ZYXLTYG,"6359,962,314,72,46","6078,444,112,25,12","5328,860,315,69,36"
This was a good story to read about an actress becoming famous back in the 50s And all the secrets that one had to keep,05-24-23,5,4.6,89067,0,Kathy Casey-Ryan,Enjoyed this book,https://www.audible.com/pd/The-Seven-Husbands-of-Evelyn-Hugo-Audiobook/B072359S7K,"66904,15051,4589,1363,1160","63060,11276,2945,819,594","58437,12969,4260,1436,1317"
"This should be required reading for everyone in the entire US I was riveted, and had all the emotions",07-18-17,5,4.8,45875,0,Erin McGann,Incredible,https://www.audible.com/pd/The-Hate-U-Give-Audiobook/B01NAGD7TV,"38215,5922,1240,276,222","36667,3855,831,145,134","34350,5452,1234,255,189"
Mark Greaney is definitely a great writer couldnt stop listening This is better than Tom Clancy novels and I love Clancy Looking forward to the next book,01-18-18,5,4.4,23343,0,Amazon Customer,Great Book,https://www.audible.com/pd/The-Gray-Man-Audiobook/B003UNYZ7I,"13414,6464,2261,714,490","13360,4916,1423,343,245","11497,5403,2124,685,517"
Loved it The narrator really kept me glued in to the story Definitely not a snoozer,04-05-17,5,4.7,104740,1,John F,Loved it,https://www.audible.com/pd/We-Are-Legion-We-Are-Bob-Audiobook/B01L082HJ2,"79771,18828,4359,1086,696","82079,11698,1773,319,205","70828,18272,4757,1215,765"
We listened to this over a two day road trip  Loved it  I really liked the narrator  He had good control over his voice for many different characters I was able to pick them out without actually have the narrator say said XXXGreat story  Hubby and I did say a few times well how about this or how about that  Sometimes wed pause and discuss what just happened  Made for a great road trip  Some parts made us LOL and other parts made us sadIve listened to two Andy Weir audio books  He never disappoints  I highly recommend this Audible offering,08-25-21,5,4.9,182379,0,Love 2 Cook,Great road trip story,https://www.audible.com/pd/Project-Hail-Mary-Audiobook/B08G9PRS1K,"162833,15895,2619,672,360","156733,7989,1298,287,227","145112,16872,2818,763,416"
"I saw a lot of reviews about how the author was boring and didnt do a good job, but I really enjoyed her reading of it and I felt it was appropriate and delightful This was my second read of the book and it was just as amazing, even better, than when I first read it",09-22-20,5,4.9,13701,0,Amazon Customer,"Amazing book, Amazing Reader",https://www.audible.com/pd/The-Hunger-Games-Special-Edition-Audiobook/B07HHH7L77,"12487,983,147,47,37","10551,907,202,51,71","10838,776,101,16,22"
I absolutely loved this book  It took me a while to finally get to listening to it but when I started I honestly could not turn it off  In the first part it was a bit hard for me to relate or get behind the main character but once you are hooked theres no return  This is such a great story and to have the author read the book really makes it special,09-12-07,5,4.6,20336,0,Kristi,Truly incredible story,https://www.audible.com/pd/The-Kite-Runner-Audiobook/B002V8H0S4,"15068,3813,957,284,214","10865,2352,673,151,109","11266,2076,546,140,128"
"This was a great book Id read it again I wish there was a Book 2, I want to know what happens next The voice actor was great too I really valued hearing the language, if Id read the physical book I wouldnt have been able to hear the language spoken Beautiful language",07-04-24,5,4.7,6865,0,Randi,"Great Read, couldnt stop listening",https://www.audible.com/pd/Firekeepers-Daughter-Audiobook/1250779510,"5424,1068,266,71,36","5137,747,178,45,27","4824,936,262,55,35"
"I fully enjoyed this, it is extremely true to the original textwhich is a problem for some people I feel who have never read the comics or graphic novels I see a lot of complaints about it needing to be updated for a more modern audience but I feel this might have been made for existing fans of The Sandman and will be confusing to some people who have never read the source materialGive it a chance and maybe do a read along with the graphic novels or collected versions of the comics I thought it was wonderful and never did I think anyone would ever do DreamMorpheus justice but James McAvoy does an amazing job",08-02-20,5,4.6,52781,1,Kieramacchiato,Faithful Adaptation,https://www.audible.com/pd/The-Sandman-Audiobook/B086WP794Z,"41741,6347,2482,1077,1134","41992,2633,727,328,483","35483,5976,2420,1029,1076"
"Loved the book Its loooong  I had to take some breaks when I was loosing the thread of the story, but I really liked it The voices the narrator use are so effective I did notice some slight background noise faint conversations at points which was annoying But I highly recommend nonetheless",12-07-21,5,4.6,79190,0,A + M,Great book,https://www.audible.com/pd/Outlander-Audiobook/B002V1CJ8W,"60696,10669,4147,1993,1685","56108,7529,2256,679,679","51992,8515,3387,1641,1443"
"This story is really good I dont lean to SciFi, but I really enjoyed this story I am not a scientist, so I did spend time wondering what of it was real or possible Listening was really enjoyable, too I love how Audible has such fun resources made available to the readers It makes the stories more alive A book like this makes me glad I listened to it for the fun of the audio Well done, team",01-12-23,5,4.9,182379,0,Rose D Greer,Really enjoyed this book AND listen,https://www.audible.com/pd/Project-Hail-Mary-Audiobook/B08G9PRS1K,"162833,15895,2619,672,360","156733,7989,1298,287,227","145112,16872,2818,763,416"
Powerful and moving A must read Without giving anything away the most touching part for me was the strength of the community And the narrator was top notch,11-28-23,5,4.7,6865,0,Samantha,Incredible story,https://www.audible.com/pd/Firekeepers-Daughter-Audiobook/1250779510,"5424,1068,266,71,36","5137,747,178,45,27","4824,936,262,55,35"
I really liked this book Great story I  couldnt wait to hear what happened next Several memorable scenes  a great ending Welldeveloped characters,10-04-22,5,4.6,22819,0,Julia Murphy,Great book,https://www.audible.com/pd/The-Lincoln-Highway-Audiobook/0593452100,"16748,4059,1363,406,243","17075,2306,511,139,98","14417,3650,1231,436,272"
"Fun read for anyone who delights in the tales of magic, this is a delightful tale of a middle school girl trying to get and fit into a music magic school The music is a great addition to this and any audio book, but knowing that a NJ Youth Orchestra played the score makes it even betterA light listen and an enjoyable tale for teens and adults",09-29-19,5,4.7,15885,0,Heidi B.,Delightful listen for all ages,https://www.audible.com/pd/The-Mystwick-School-of-Musicraft-Audiobook/B07MT4MTGP,"12241,2785,628,123,108","12353,1605,321,55,61","10595,2743,765,147,92"
This book should become recommended reading for all high school students The author has beautifully combined it coming of age story with tragedy that is all too common in our societies,03-07-17,5,4.8,45875,0,K Dunn,Powerful,https://www.audible.com/pd/The-Hate-U-Give-Audiobook/B01NAGD7TV,"38215,5922,1240,276,222","36667,3855,831,145,134","34350,5452,1234,255,189"
"It was good until the end the performance was good the first half was the best, I might read this author again",12-26-15,3,4.4,59377,0,Elaine,the ending sucks,https://www.audible.com/pd/Gone-Girl-Audiobook/B0085XRNWM,"34733,16030,5298,1817,1499","35336,12125,3425,925,745","30779,13400,4974,1886,1585"
I hadnt even thought about this book since I read it my freshman year of high school  What a great book The story is thought provoking and entertaining  Sissy Spacek was able to capture my attention with her character voices and kept me thoroughly entertained,05-20-24,5,4.8,47362,0,Nelson,Excellent story and narration,https://www.audible.com/pd/To-Kill-a-Mockingbird-Audiobook/B00K1HQVOQ,"40479,5073,1181,293,336","36838,3860,925,211,220","36017,4183,1156,272,278"
"I got this because I wanted something different The story starts off great The narrator, who is Hans voice from frozen btw, is amazing But back to the story It was like a whiny psychopath complaining a huge chunk of the book Chapter 115 are good and then chapter 4453 are good The middle is mindless nonsense I am really disappointed I wasted an audible credit on this",06-29-15,3,4.4,20822,80,M.M.B,Honest review,https://www.audible.com/pd/You-Audiobook/B00MTTGXSI,"12692,5065,1758,636,671","15508,2380,700,204,273","10962,4692,1947,680,748"
"This book has so much more detail than the movie, it was easy to place yourself in the story",02-23-24,5,4.7,11650,0,Stephani Fields,a beautiful read,https://www.audible.com/pd/Their-Eyes-Were-Watching-God-Audiobook/B002UZN75I,"8885,1956,563,123,123","8799,859,235,61,64","7492,1741,552,119,89"
I loved this mans perspective on his own death and dying and doctors it was really good second time Ive listened to it,04-02-16,5,4.7,29279,0,Amazon Customer,Well worth the read A beautiful perspective about,https://www.audible.com/pd/When-Breath-Becomes-Air-Audiobook/B0191YTGI2,"22960,4664,1286,243,126","20158,4210,1034,212,90","20700,3534,1070,218,116"
I thoroughly enjoyed this book  So sad that Anthony isnt here to make another meal but so great that he captured his love of food in this very entertaining book,04-09-22,5,4.8,36876,0,Jennifer Williams,I am not a Foodie But,https://www.audible.com/pd/Kitchen-Confidential-Audiobook/B002VA8GSA,"30168,5163,1181,203,161","26805,3001,736,128,75","25132,4213,975,162,95"
Wow Great book I highly recommend that you take the time to thoughtfully read this book,06-26-17,5,4.8,45875,0,Sandra,Excellent,https://www.audible.com/pd/The-Hate-U-Give-Audiobook/B01NAGD7TV,"38215,5922,1240,276,222","36667,3855,831,145,134","34350,5452,1234,255,189"
"This novel is unlike any Ive ever read or listened to The author interweaves not only characters, but timelines as well It has more profanity than I like, but the story is rich in depth The Audible narrator is very talented",01-05-21,4,4.4,25821,0,Dee Reed,Outstanding performance by narrator,https://www.audible.com/pd/The-Vanishing-Half-Audiobook/0525637141,"15622,6933,2511,527,228","16368,4235,1133,255,143","13062,5814,2342,540,266"
"If you enjoy anal intercourse, this book describes it well, in excessive detail I might add",10-14-23,1,4.7,13092,0,james,Did not like,https://www.audible.com/pd/Red-White-Royal-Blue-Audiobook/B07HMJSJG5,"10200,1881,667,204,140","9107,1754,533,133,86","9075,1589,591,204,137"
Wonderfully written and narrated The story winding and doubling back much like the illustration on the book cover  Harrowing  with enough slim glimpses of hope to keep me invested Cora deserves another bookI would like a sequel,04-05-17,5,4.4,16238,0,Sharjen,The way it was,https://www.audible.com/pd/The-Underground-Railroad-Television-Tie-in-Audiobook/B01J6CZQGA,"9780,4063,1727,432,236","10568,2842,826,183,107","8612,3520,1626,487,241"
"Started off strong but became too drawn out, predictable with no basis of reality of surviving with all the wounds, etc  Would recommend Vince Flynn and Mitch Rapp",03-01-23,2,4.4,23343,0,RKeene,Drawn out and predictable,https://www.audible.com/pd/The-Gray-Man-Audiobook/B003UNYZ7I,"13414,6464,2261,714,490","13360,4916,1423,343,245","11497,5403,2124,685,517"
"I was looking forward to listening to this after reading the teaser  However, it is so full of swearing and pornographic language that I turned it off after chapter two   I wish I could get a refund",10-05-16,1,4.1,3954,1,Deb Gunnarsson,So disappointed,https://www.audible.com/pd/The-Sellout-Audiobook/B00YQEF862,"2055,980,524,223,172","2616,626,187,69,69","1787,864,514,217,174"
"If you love history as I do you cant help but love this book  Kirsten Hannah is modern day historians what does a phenomenal job searching history Much like Margaret George, who writes books of European history of hundreds of years ago",06-25-23,5,4.8,101379,0,Amazon Customer,Fabulous,https://www.audible.com/pd/The-Nightingale-Audiobook/B00NYBQKFQ,"88056,10560,1913,488,362","79759,9539,1759,409,288","79872,9093,1753,489,325"
best book Ive ever heard Trevors voice is beautiful and his storytelling abilities are even better,04-04-17,5,4.9,215239,0,Amanda Patton,loved every second of this book cried at the end,https://www.audible.com/pd/Born-a-Crime-Audiobook/B01IW9TQPK,"195059,17004,2395,407,374","185807,7574,951,178,210","174092,16520,2484,374,281"
"the end threw me off a little, I wont lie to you, but this was a great story",10-17-22,5,4.5,3030,0,Amazon Customer,loved it,https://www.audible.com/pd/The-Sea-in-the-Sky-Podcast/B08JC5J5HR,"2119,536,200,98,77","2329,355,111,47,52","1903,561,208,110,93"
One of the most intriguing listens I have experienced over the past few years Thank you,07-08-21,5,4.7,56033,0,Rick B,Wow,https://www.audible.com/pd/Sapiens-Audiobook/B0741G911Q,"45042,7848,1980,631,532","39888,6212,1299,264,226","37827,6836,1827,538,540"
"This is such an amazing book Malala is amazing, and an inspiration for anyone I highly recomend it",03-27-18,5,4.6,11947,0,Drea,Empowering,https://www.audible.com/pd/I-Am-Malala-Audiobook/B00F9F8K8K,"8701,2350,663,123,110","8120,1874,444,90,65","8014,1813,540,115,76"
What a great story I read this book as a child ans forgot most of the story Its a easy listen and a great storyI had forgotten the ending,03-14-24,5,4.5,23265,0,Justine LaFontaine,Easy listen,https://www.audible.com/pd/The-Great-Gatsby-Audiobook/B00BWYDMK8,"15034,5224,2102,560,345","14670,3947,1297,348,217","13136,4314,2045,576,372"
"Cannot remember a story that made me weep  Believe this is a first  The loss, the love, the heroine efforts of those who risked everything to save lives and endure WWII is manifest in this wonderfully written novel",07-12-18,5,4.8,101379,0,Pete. Fam,A gripping must read historical fiction,https://www.audible.com/pd/The-Nightingale-Audiobook/B00NYBQKFQ,"88056,10560,1913,488,362","79759,9539,1759,409,288","79872,9093,1753,489,325"
One of the first books I read in its entirety Love the audiobook Laurence Fishburne is a great narrator,01-13-24,5,4.9,12456,0,Amazon Customer,Classic,https://www.audible.com/pd/The-Autobiography-of-Malcolm-X-Audiobook/B084YVRDJX,"11448,806,148,28,26","10695,327,41,7,10","10131,713,140,20,16"
"I have enough thoughts in my own head, that it was hard to constantly be in someone elses headlol However, I still couldnt stop reading it I wanted to know how it was going to end and Im not sure if I was surprised or should have seen it coming I definitely liked the Audible version better great narrator then the Kindle version I switch between the two sometimes Strong language and sexual content",11-02-19,4,4.4,20822,0,Jennifer V. Scott,Not sure how to describe it,https://www.audible.com/pd/You-Audiobook/B00MTTGXSI,"12692,5065,1758,636,671","15508,2380,700,204,273","10962,4692,1947,680,748"
"Read this back in high school, now that I am a little older appreciate it so much more Incredible dystopian story told by Atwood, read by Claire Danes The recent Hulu series has brought this story back to the mainstream and hopefully Atwood will deliver a sequel Excellent read with a wonderful performance The history of Gilead after the novel ends, is a very well done piece that adds to the original story The interview with Atwood after that provides good insight into her ideas came from for the story Finally the essay at the very end is well written and provides yet another perspective Highly recommend this version of The Handmaids Tale with all of the extras that accompany this classic piece of literature by Margaret Atwood",09-22-18,5,4.5,36116,0,Larry Ostertag,Classic,https://www.audible.com/pd/The-Handmaids-Tale-Special-Edition-Audiobook/B06XFW9YZ5,"24398,7248,2683,1000,787","24729,5316,1623,518,402","21863,6313,2504,957,853"
"Omg, I thought this book was fantastic The performance was the best audio book yet Dan Stevens gave each character a personality that just made a great book even greater",02-01-23,5,4.6,19674,0,Mary Herron,Loved it,https://www.audible.com/pd/And-Then-There-Were-None-Audiobook/B00ENI4SS0,"14354,3850,1128,217,125","14339,2477,657,120,91","12847,3358,1100,211,115"
I may have to read this again  Really made me stretch my thinking  The performance brought it to life,01-10-17,5,4.1,3954,0,Patricia,Fantastic,https://www.audible.com/pd/The-Sellout-Audiobook/B00YQEF862,"2055,980,524,223,172","2616,626,187,69,69","1787,864,514,217,174"
"She weaves her story sharing a life most cannot image I feel closer to my truth by hearing her truth This story will make you cry, laugh, and callsyou to action in your own lifeThe beauty of her voice sharing her own story is magical I hope you find you as you listen",05-16-22,5,4.9,40545,0,Robbie in Las Vegas,Finding Me Finding You,https://www.audible.com/pd/Finding-Me-Audiobook/B09F4X96MC,"38678,1544,224,54,45","36158,822,83,28,34","34980,1634,227,59,38"
Enjoyed the narrator voice Kept me wanting to get to next chapterthen the next Cant wait for next book of the series,03-01-24,5,4.4,23343,0,Beneatha,Good book,https://www.audible.com/pd/The-Gray-Man-Audiobook/B003UNYZ7I,"13414,6464,2261,714,490","13360,4916,1423,343,245","11497,5403,2124,685,517"
Great listen  Jay Snyder does a fantastic job with the voices  Mark Greaney does a fantastic job with the story and formulating in to a wonderful book  Edge of seat anxiety at times if you put yourself in to Courts positionWould love to see the series on Netflix made from this series  Am definitely a Greaney new fan  Will be reading more of his works,06-10-23,5,4.4,23343,0,The Grammie,What drama,https://www.audible.com/pd/The-Gray-Man-Audiobook/B003UNYZ7I,"13414,6464,2261,714,490","13360,4916,1423,343,245","11497,5403,2124,685,517"
