Rating,Review_Text,sentiment_score_continuous,sentiment_score_discrete,deviation,abs_deviation
5,"Everything about the place , location , price was spot onNothing",4.21,4,0.79,0.79
5,"to have my own space, with kitchen  short walk from metro Victoria  bus stop right at the door4 flights of stairs",4.214,4,0.7859999999999996,0.7859999999999996
2,"Location was the only thing to like about this placeRooms were poor even for a 3 star hotel
Staff except Hannelispelling not correct They just werent happy and certainly not friendly
Lifts slow or not working
Croissants were clearly days old at times
Had to chase up toilet paper
Iron not working in ironing room",2.785,3,-0.7850000000000001,0.7850000000000001
4,Breakfast first class and friendly staffThe pillows very very poor quality leading to poor sleep,3.216,3,0.7839999999999998,0.7839999999999998
5,"location was perfect for us walking distance to Eurostar terminal, short walk to Oxford Street shops lovely interiors in public areas and very comfortable bedAt some point in the initial fitting someone forgot that the door closer arm will scratch against one of the wardrobe doors if opened No big deal but makes the wardrobe door look shabby",4.217,4,0.7830000000000004,0.7830000000000004
4,Location great but noisyHairdryer not working,3.22,4,0.7799999999999998,0.7799999999999998
4,"Great location, very clean and modern, friendly staffNo teacoffee facilities in room",4.779,5,-0.7789999999999999,0.7789999999999999
3,"locationtired and dated  room,dirty bathroom, original room smelled of stale smoke, small room, tea coffee station inadequate",2.223,2,0.7770000000000001,0.7770000000000001
1,"only locationeverything  smelly corridors, dull passage, dirty lobby, not recommended at all  lost my money would have been better off in a lodge",1.777,1,-0.7769999999999999,0.7769999999999999
4,CheapA bit noise from the tube line running under the property,3.224,4,0.7759999999999998,0.7759999999999998
5,"Location, rooms",4.225,4,0.7750000000000004,0.7750000000000004
5,The hotel is in a great location quieter than other areas but pubs and restaurants near and tube station near toOur bathroom was very cold with no heating in there which was a bit of a downer but room was warm and comfortable,4.226,4,0.774,0.774
4,"Great location, very polite and helpful staff Comfortable bed",4.774,5,-0.774,0.774
5,"Great location, walkable distances and close to Tube Spa with saunas were really good after long dayOne day did not have Wifi and lifts were not working but might be involved with some kind of emergency they had",4.226,4,0.774,0.774
4,"Excellent location , great value for money, basic accommodation , but modern and clean with a swift and easy check inoutHaving to pay 15 per day to store our luggage for a few hours both pre and post check in ",4.773,5,-0.7729999999999997,0.7729999999999997
3,"The location is good and the property is clean and modernI found the price very high for a single room I overheard so many conversations in reception about people needing to pay a lot to borrow ironing boards and hair dryers for a high price a price you could actually buy the items for  it should be refunded 

The room would benefit from at least a table to sit at and the fan in the bathroom is loud and cant be turned off since theres no windows

You get a WhatsApp message at check in and when you reply it says someone will be with you soon but it doesnt say if its to your door or over message which is a bit concerning when you are travelling solo and arrive late at night",3.769,4,-0.7690000000000001,0.7690000000000001
4,"Great location for the tubesThe room we had was smaller than expected, compared to where we have stayed before
The bath was slightly stained which I wouldnt expect for a 4 hotel 
Disappointed with our view our the window we looked out onto offices  my booking said we would have a view
Towel radiator and aircon functions did not work
TV apps provided on the tv werent functional and certain channels didnt have any sound after certain times of the day  which annoyed us both as wanted to watch a late night movie
Room location was dissatisfying  next to hall way double doors which people kept going through which meant they kept banging against each other and echoing into our room during the night
We were never told about the restaurant located inside the hotel or your Starbucks cafe, on arrival, or offered to add breakfast onto our booking",3.236,4,0.7639999999999998,0.7639999999999998
4,"The location and the bed were perfect Everything you need for a short stay, a warm comfy place to sleep and a friendly staff to help you check in and out Because there are no windows, its very quiet and cost for sleeping, I slept like a babyThe shower couldve been better, it was somewhat broken But it got resolved quickly",4.762,5,-0.7619999999999996,0.7619999999999996
5,"Fantastic room with fantastic view  Loved it  Coming back to same room in OctoberAn affordable dining option at the hotel
The restaurant is beautiful but at the mo with cost of living rises etc we couldnt manage to dine there and do all the sights
Maybe offer a slightly cheaper set menu, perhaps several options",4.239,4,0.7610000000000001,0.7610000000000001
4,"Very clean and super well located near a tube Bathrooms were nice and everything was newQuite a small space but we understand by London standards, thats a given",4.757,5,-0.7569999999999997,0.7569999999999997
5,"we had a suite, which was lovely, we had a deal with the price  I wouldnt pay the full price for thisThe amount of people using the lifts made it a long wait to get up or down the building, we were on the 11th floor so using the stairs wasnt an option",4.244,4,0.7560000000000002,0.7560000000000002
3,Sanitary conditions are not badThe checkin room type is different from the reserved room type There are no chairs or tables in the room,3.756,4,-0.7559999999999998,0.7559999999999998
5,I personally enjoyed the location it was easy to get to just a short 5 minute walk from the station On arrival the staff were so accommodating and friendly and my room was just as I had imagined it to beI didnt like that the wasnt a direct phone line to get hold of reception it was only through WhatsApp message and sometimes the reply was too long and I got a bit frustrated with it,4.245,4,0.7549999999999999,0.7549999999999999
4,Amazing location Comfortable room Very pleasant and polite staff,4.752,5,-0.7519999999999998,0.7519999999999998
4,"We stayed for 3 nights and had a great stay Our room on the 7th floor was spacious, clean and had all the necessary inroom facilities If you dont mind walking a bit, the location is great as well Go for a 30 min walk through Hyde Park and youll arrive in Nothing Hill We have also used the London Underground lots, as the tube station was just around the corner",4.75,5,-0.75,0.75
4,"Twin room was very spacious, with a double bed and a single bed, despite the listing saying two single beds Friendly helpful staff, great shower, everything very clean I have been staying here for a number of years and it is good value for money and perfectly located for events at OlympiaBreakfast is now chargeable when it used to be included although the price is reasonable, and if the room is ready early youll now be charged an early check in whereas, again, in the past, there used to be no charge for it",4.749,5,-0.7489999999999997,0.7489999999999997
5,"Location to the tube, the breakfast choice and the cleanlinessNothing not to like",4.253,4,0.7469999999999999,0.7469999999999999
5,The location was great  Loved the availability of restaurants  the view  The concierge service was very goodThe only problem we encountered was that the toilet was tricky to get to flush,4.254,4,0.7460000000000004,0.7460000000000004
4,LocationBeds were not comfortable and wifi reception was not good,3.26,4,0.7400000000000002,0.7400000000000002
4,"Everything was good, nice room, the bathroom is great Its clean",4.739,5,-0.7389999999999999,0.7389999999999999
4,Clean and modern,4.739,5,-0.7389999999999999,0.7389999999999999
5,The beds were extremely comfortable and there was all we needed for a 1 night stayThere was an awful lot of noise from the bar outside,4.261,4,0.7389999999999999,0.7389999999999999
4,"lovely room very comfortable beds, view was fantasticno green tea bags",4.739,5,-0.7389999999999999,0.7389999999999999
4,"location was fantastic staff were very friendly, breakfast was very goodna",4.738,5,-0.7380000000000004,0.7380000000000004
4,"Location is great Nice walk through Hyde Park to the center Shower was leaking water 247

 Hose of hand shower was bolted to the wall so that it was very hard to use",3.262,4,0.738,0.738
5,Helpful friendly staff Good locationI couldnt lock the door to my room,4.263,4,0.7370000000000001,0.7370000000000001
4,"Rooms well lit and well equipped, reasonably new and quiet, if small Very good hot and cold breakfast Lots of staff, professional and helpful",4.73,5,-0.7300000000000004,0.7300000000000004
3,It was close and friendlyHair dryer didnt work and it was very hot at nights,3.73,4,-0.73,0.73
4,"Location is great, shower and bathroom clean
Everything you need for a one or two night stay",4.729,5,-0.7290000000000001,0.7290000000000001
5,Good size room and comfy bed Great view of Thames and Tower bridge Excellent location next to the Tower of London and St Katherines  docks nice places to eat Very friendly staff Would stay againAir con not very effective,4.272,4,0.7279999999999998,0.7279999999999998
4,Location to the Olympia was ideal and check in was very easyNo lift and we were on top floor,4.725,5,-0.7249999999999996,0.7249999999999996
4,Excellent location and elegant surroundingsCant think of anything,4.725,5,-0.7249999999999996,0.7249999999999996
5,"It was an affordable option in a great location if you are visiting LondonThere was a little bit of a mixup with our reservation that could have been handled better, but Im nitpicking here It was handled efficiently in the end",4.275,4,0.7249999999999996,0.7249999999999996
4,"Great location and very good breakfastNeeds a pool, spa",4.724,5,-0.7240000000000002,0.7240000000000002
4,The hotel was very clean and the staff very helpful and friendlyI was in the disabled room and we asked for another bed to be put in because you dont do twin The bed half blocked the door and I struggled to get my wheelchair through even though I collapsed it every time I was also charged 20 a night extra for the bed I did have a word about this and I was refunded the money,3.277,4,0.7229999999999999,0.7229999999999999
4,"The room was just perfect for a solo traveller who just needed a place to sleep There isnt much in the room, but you should know that before you book, so it was fine the light switches next to the bed were handy  the location was really great, very central to everything",4.721,5,-0.7210000000000001,0.7210000000000001
4,excellent location clean,4.72,5,-0.7199999999999998,0.7199999999999998
4,location and was more up market than I was expecting for what I paidRoom was very small Breakfast could have been better for 15 I cut my breakfast bacon and thought I heard it oink it was that undercooked,3.281,4,0.7189999999999999,0.7189999999999999
4,"Amazing hotel for the price, loved it Didnt spend much time in the hotel however was perfect for usNothing",4.718,5,-0.718,0.718
5,"Full English Breakfast was ok
Sausage quite salty
Premier Inn full English Breakfast Im sorry to say in my opinion was excellentSausages in the full English Breakfast",4.284,4,0.7160000000000002,0.7160000000000002
3,"The hotel is in very central location Hood service and cleanRooms  even the upgraded ones  are tiny, not even a closet to hang clothes or a place to ope Your suitcase
Way toooo small",3.716,4,-0.7160000000000002,0.7160000000000002
4,"Location was excellentThe first room we were given had a shabby, worn bed headboard and the bathroom smelled of sewers but the second day we were able to change to a better room",3.285,4,0.7149999999999999,0.7149999999999999
5,"Location was perfect Classic look, but clean updated and not dingy like a lot of classic hotels They literally thought of my every possible need My new go to in LondonBreakfast was ok, but for the price it should have been included",4.287,4,0.7130000000000001,0.7130000000000001
5,Fantastic location  lovely rooms Loved the little treats in the roomOne side of the bed was too soft,4.29,4,0.71,0.71
5,"Great location, nice staff, lovely bar Rooms very cleanand not noisy at night timeRooms were very small for the price paid",4.292,4,0.7080000000000002,0.7080000000000002
5,Excellent location Clean Modern Great staffSmall rooms but that is not hidden Not a big issue at all for a couple of nights,4.292,4,0.7080000000000002,0.7080000000000002
3,LocationMattress on bed was way to hard,3.706,4,-0.706,0.706
4,the locationroom was very small and squishy,3.294,4,0.706,0.706
4,"The location was fantastic for the tube to the start line of the London Marathon The hotel looked incredibly clean and welcoming on arrival but there were a chain of events that meant I didnt get to enjoy it to its full potential Sadly I only got to spend a few hours in my room due to the rail strike and having to travel 5 hours by coach I only arrived around 9pm, then leave very early the next dayI had pre arranged with the hotel for a friend to drop off my race pack for London Marathon on Friday 30th September This was done as agreed and notes on my booking but on my arrival, the hotel could not locate it I arrived about 9pm on Saturday 1st October and spent most of the next couple of hours sobbing, sat in the hotel lobby while they looked They said it may have been thrown out with the waste No race number, no run This was my 10th consecutive London Marathon and my run was put at risk due to the hotel misplacing the number Fellow runners took up my plight on Facebook and Twitter to the race organisers and were all ready to come and help search through the bins  we deduced rubbish would not have been collected since the pack was left The lady who took the pack at reception had gone on holiday and couldnt be contacted and to check on CCTV would have involved an email to security which I was told they would respond to the following day  too late for me

The manager eventually found my pack and told me it had fallen down the back of something in a back room  it was well after 1am before I was organised in my room and I left just before 8am I really didnt need all the stress and upset the night before such an important day, so despite the hotel itself being amazing, my experience with the loss of my property was very distressing I didnt get any time to explore the area due to trying to sort out my predicament 

I have sent in a formal complaint and suggested they refund my nights stay and as a good will gesture make a donation to the charity I was running for on my behalf JDRF I have also booked again for next years marathon in April as I believe everyone deserves a second chance, so I really hope I get to enjoy it stress free next time",3.296,1,0.7040000000000002,0.7040000000000002
5,"Good starting point for London sightseeing  close to the underground and bus, with nice and cheap pub in the basement that is serving breakfasts, but is also open till 11 pm Just around the corner nice shop called Istambul express where you can buy all kind of food, including fresh vegetables and fruitsAs usual in British bathrooms, small issues with the drain",4.297,4,0.7030000000000003,0.7030000000000003
4,"Clean, quiet and good location",4.703,5,-0.7030000000000003,0.7030000000000003
4,"LocationThere were 2 people at the check in doing nothing, but we had to go through the check in screens ourselves Doing that, our personal data such as phone number, address, was displayed on a large computer screen towards the lobby so that everyone behind us could see it, in my opinion not at all gdpr compliant",3.298,4,0.702,0.702
5,good and clean room with enough spacethe layout  having to climb stairs to get to the room,4.298,4,0.702,0.702
4,"The property was in a fantastic location, 6 minute walk from both Queensway  Lancaster Gate Tube station Set back of the Main Road as well so was nice  quiet at nighttime 
The staff were super friendly  helpful, the hotel itself was pleasant and our family room one double  one single was spacious and provided a great base for us We would definitely reccomend  stay again thank youOur only issue was the heating, we didnt want to leave the overhead heating fan on all night so we turned it off which resulted in us waking up in the night freezing cold But there were spare blankets in the wardrobe",4.701,5,-0.7009999999999996,0.7009999999999996
5,The hotel has a great location for excursions and city tours Three train stations are nearby and right in front of the Hotel is the UndergroundThere is nothing to criticize,4.3,4,0.7000000000000002,0.7000000000000002
4,friendly helpful staffclose to everything,4.698,5,-0.6980000000000004,0.6980000000000004
4,clean efficient abs well positionedcramped rooms,4.697,5,-0.6970000000000001,0.6970000000000001
5,"Prime location for the tube and West end Stayed in a Premier room and was very impressed with the size and comfort loved little touches too Food was lovely in the restaurantWe were told breakfast was 18 each upon check in, but when we arrived for breakfast we were told 28 each For this reason only Ive knocked one point off the overall rating",4.305,4,0.6950000000000003,0.6950000000000003
4,Ideal location for what we wanted for 2 nightsRoom was quite warm even with the fan on all night,4.695,5,-0.6950000000000003,0.6950000000000003
3,"good location, clean and quiet roomsfixtures and fittings were tired Buttons missing of tap and my shower was cold and wouldnt warm up",3.695,4,-0.6949999999999998,0.6949999999999998
4,"The staff were lovely 
Always willing to help",4.694,5,-0.694,0.694
4,"Great room, very clean Single bed bigger than expected",4.692,5,-0.6920000000000002,0.6920000000000002
4,"The room was perfect for our stay
Its very clean
The staff were great and helpful
The breakfast was very good
Its the second time we stayed at that hotelUnfortunately the beds are a but too hard for us but apart from that everything else was perfect",4.691,5,-0.6909999999999998,0.6909999999999998
4,Location excellent for what we intended to do in London Breakfast excellent,4.69,5,-0.6900000000000004,0.6900000000000004
1,"its was convenient locationunfortunately on our stay the AC was broken, our room was extremely hot and stuffy, the fan just blew hot air around and was way to loud to sleep while it was on we didnt have much sleep as we was that hot I am so unhappy and it really did make our trip away unpleasant they offered us complimentary breakfast, that was awful, they was bread a few pastries and cheese and one slice of ham nothing else and we are dairy and gluten intolerant so left us with a bagel and thats it very disappointed as we had two rooms as we had our children with us and the queen bed was definitely not queens more like a small double very expensive for a hot stuffy box room so disappointed",1.689,1,-0.6890000000000001,0.6890000000000001
4,"Beautiful entrance, location, rooms and staffno window in our room",4.688,5,-0.6879999999999997,0.6879999999999997
4,"Clean comfortable beds Free hot drinks whenever you wanted, staff very helpful Quiet room",4.683,5,-0.6829999999999998,0.6829999999999998
4,robes and slippers provided and free mini bar also give us complimentary drink tokens for the gorgeous bar downstairscouch bed for the third bed,4.682,5,-0.6820000000000004,0.6820000000000004
4,Wonderful close proximity to St Pancreas and Kings Cross Stations  Rooms are small and basic but have all you need  Beds very comfortableNothing,4.678,5,-0.6779999999999999,0.6779999999999999
4,"Surprisingly contemporary, nice decor Lovely bar and dining area Staff were very goodNothing",4.675,5,-0.6749999999999998,0.6749999999999998
2,"location was good for my purposeThe executive room was fair clean, but everything looking old, used to much, bathroom less then fair, only one bathrobe, one towel for two people, also toiletries, one very,very small bottle of shower gel The breakfast 1050 poundsperson, less then poor One type of coffee like when I  was in the army, the ham was dry like overcooked, small croissant was the only sweet thing Too expensive for what you get Never go again I dont recommend this location",2.674,3,-0.6739999999999999,0.6739999999999999
4,"The choice was ok but the quality of ingredients and the realization was poorThe room was small for a kind size bed 
He tooled them two days to fix the air conditioning",3.326,4,0.6739999999999999,0.6739999999999999
5,"Fantastic room in the G wing which looked newly refurbished and offered a beautiful view of the street 
Breakfast was really nice and staff were very welcoming Location is excellentCheckin coincided with an apparent weekly fire drill at 3pm which was badly timed with customers arriving, and not communicated effectively to staying customers who seemed confused",4.331,4,0.6689999999999996,0.6689999999999996
5,"The staff were excellent,bar prices very reasonableNot a fan of continental breakfast but a good choice and plenty of it
The shower in our didnt work properly  we didnt complain but very little else",4.331,4,0.6689999999999996,0.6689999999999996
4,LocationToilet in the room didnt work Dated room,3.332,4,0.6680000000000001,0.6680000000000001
4,Location is amazing Right near to everything we needed and was a really easy journey for the business meetings I was attending and I got to see a little of London at the same time which is always a bonusPrice was a little hiked up due to London being busy,4.667,5,-0.6669999999999998,0.6669999999999998
5,Cleans and easy to navigateToilet in the room was a little cramped but other than that the room was lovely,4.334,4,0.6660000000000004,0.6660000000000004
5,"Clean, spacious and good location Wifi issues a couple of times",4.335,4,0.665,0.665
5,The staff were friendly and helpful They assisted with the online check inThe shower was small but good A tea towel to dry the few dishes we used would have been useful,4.337,4,0.6630000000000003,0.6630000000000003
5,"Very friendly staff, lovely clean rooms, location was spot on  Cant fault it",4.338,4,0.6619999999999999,0.6619999999999999
4,"The location was pretty central and was within a close enough distance to catch Ubers to main landmarks and tourist attractionsThe price I paid was a little much for what the property offered The tap in our bathroom was watermarked and had limescale, making it look like it hadnt been properly cleaned by the cleaning staff The amenities like tea and coffee were minimal, a room for 2 people only had 2 teabags for a stay of 3 nights which I personally thought was rather poor We booked our room with a quiet area however the walls were paper thin and whoever was in the room above us we could literally hear everything, we were awoken at 5am by them having a shower and using the toilet as the walls and floors were that thin",3.338,4,0.6619999999999999,0.6619999999999999
2,"Location,however huge discrepancy between the online images and reality  The bed was not comfortable at all  Prices severely hiked presumably because Taylor Swift was in town  For these reasons,  I wont be backSee below",2.661,3,-0.661,0.661
4,Thanks Menino for your efficient help,4.661,5,-0.6609999999999996,0.6609999999999996
4,"Very clean, good value for  room that size and quality in London Even had a tiny bath Lovely staff",4.661,5,-0.6609999999999996,0.6609999999999996
4,"Exceptionally clean
Easy check inUnfortunately I could not get the water in shower to anything other then luke warm",4.661,5,-0.6609999999999996,0.6609999999999996
4,"Nearly everythingBed was uncomfortable, not the best",3.341,4,0.6589999999999998,0.6589999999999998
4,Breakfast was very good and lots of choice,4.656,5,-0.6559999999999997,0.6559999999999997
4,Great location and breakfast,4.654,5,-0.6539999999999999,0.6539999999999999
5,"I liked how the bed was super comfy, everything was organized and clean Love how stylish the hotel is including the room Good customer service, pretty quiet chill place I could go for another time if I have the chanceLets not forget the spa, super good massages and facial loved itI didnt like the size of the bathroom, I couldnt even close the door while I was in the toilet I think they could remodel that a bit so people can have a bit of space in the bathroom The bathroom is lovely is just the space Also the food menu was very limited for dinner, the place looked amazing but I would of add bit more varieties on food in the menu",4.348,4,0.6520000000000001,0.6520000000000001
4,Very spacious room,4.652,5,-0.6520000000000001,0.6520000000000001
4,Very nice old placeIt was great for the price,4.649,5,-0.649,0.649
3,"The staff were very attentive, good location, everything was clean even though in general facilities are quite oldPipes run through the whole room, I could hear loud noises almost the whole night which kept me from sleeping, so if you were a light sleeper I do not recommend",3.648,4,-0.6480000000000001,0.6480000000000001
5,"Ive stayed here 5 times Location is perfect being just 500m or so from St PancrasKings Cross, Euston and Bloomsbury The rooms are compact but self containedMy only complaint ever are the stairs depending on what level Im put on as I have a knee replacement They usually try to accommodate me on the ground, first or basement level s only one flight of stairs",4.352,4,0.6479999999999997,0.6479999999999997
3,"Good location and friendly staffRoom was way too small, very noisy and a bit of a strong off smell in hall and outside room",3.644,4,-0.6440000000000001,0.6440000000000001
5,"A solo travelers dream a clean compact room in a great location  convenient to transit and fooddrink and street art Everything I needed and expected, and nothing I didnt Comfortable enough but not necessarily a room you want to just pass the time in  but if you are staying in your room in SpitalfieldsBrick LaneShoreditch, you are doing something terribly wrongNo complaints, but as with all Point A hotels Ive stayed in, the room  especially the bathroom   is small",4.356,4,0.6440000000000001,0.6440000000000001
5,"This was our second visit to the hotel and although the price had increased considerably for the same period from the previous year the hotel just ticks the boxes for our annual visit to the Chelsea flower showSome of the housekeeping in the corridors , on occasions we were met with a vacuum cleaner and other rooms room service outside our room door",4.357,4,0.6429999999999998,0.6429999999999998
3,"Clean rooms and close to a Subway station Staff were friendly and helpfulOur room was very dated and had unappealing decor, the room also didnt get much light The walls were marked and needed repainting and the wall decoration looked stained I wouldnt stay again The hotel is situated on a main road also",3.641,4,-0.641,0.641
4,"The location was great, very central and close to everything The room was small and basic but very comfortable and cleanThe price given the size and simplicity of the premises",4.641,5,-0.641,0.641
4,"modern, clean and convenientnot option of a proper breakfast facility",4.64,5,-0.6399999999999997,0.6399999999999997
4,"Breakfast meet expectations 
Location goodInternet 6th floor my room was weak and on and off
Room 604 was noisy from inside as noisy from ceiling may be air conditioning problems 
Noisy from corridor as three doors my neighbors used by housekeeping and others all times",3.363,4,0.637,0.637
4,"Nice spacious room with beautiful decor Visited the bar on the evening good selection of drinks and the restaurant for breakfast nice food
We were staying for my partners Birthday and the staff left a birthday card  cupcakes which was a lovely treat, thank youA little pricey",4.635,5,-0.6349999999999998,0.6349999999999998
3,"location to tube and bus was great, there is a supermarket as soon as you walk out of the station an Italian restaurant which is just okthe rooms are very small like my double room wouldve been a nightmare for space if there was two of us not even room to put one suite case let alone two",3.635,4,-0.6349999999999998,0.6349999999999998
4,"Ideal location next to Kings Cross St Pancras International We did not hear any noise from neighbours or outdoors during our stay, although we were in central London We stayed for 1 night as we were getting the Eurostar the next day and it was perfect for it The property kindly stored our luggage for us after check out and we were able to collect it at whatever time we wanted The bed was comfortable The property was warm and cosy The shower was hot Perfect for a short stay if you plan to use the room as a baseThe studios and bathroom are very small We did not care as we werent there, only to sleep really but it may be a factor to consider for others",4.634,5,-0.6340000000000003,0.6340000000000003
4,The location was good to the haymarket theaterWas expensive no  machine put in for tea or coffee no tv No window very dark,3.369,4,0.6309999999999998,0.6309999999999998
4,"Bed was very comfortable, daily cleanturndown, location excellent for us, adjustable air conditioning was a winnerWe were on the 7th floor and the stomping noises from above went from 6am through to about 10pm not sure what was above us but very noisy and would recommend lower floor",3.369,4,0.6309999999999998,0.6309999999999998
5,Never had any problems,4.371,5,0.6289999999999996,0.6289999999999996
5,"Easy to book, spotlessly clean Friendly staff
Felt safe in the areaThe night light, it kept me awake most of the night",4.373,4,0.6269999999999998,0.6269999999999998
5,The hotel was ideally located for us We were upgraded to a studio room and given a bottle of wine Nice touch Breakfast was plentiful and good choicesThere was a mouse running around on Thursday evening in the bar Very tiny but a bit unsettling with food being around Didnt like they took 310 pending transaction without telling me I didnt owe a penny at all A bit much to check my card worked Said they have reversed it but not seen it yet,4.374,4,0.6260000000000003,0.6260000000000003
5,All the little Extra touches,4.374,5,0.6260000000000003,0.6260000000000003
5,Great location close to transport links and attractions Views of river or St Katherines Dock Costa on site Comfortable accommodationSome fittings a bit old but serviceable,4.378,4,0.6219999999999999,0.6219999999999999
5,"It was very clean, very close to the underground and in general the stay was good I recommend itAs it is an studio, there is no much space for cooking or eating
In winter it is a little bit hard to get warm water in the shower, be a little patient",4.378,4,0.6219999999999999,0.6219999999999999
4,"Great location to Oxford Street and theatres We have stayed several times because of this Staff are always happy to help, and this time, as they were celebrating Chinese New Year, there was a performance in the lobby we were invited too which was a lovely touchThe lifts I believe this is being worked on, but its the only real complaint we have as they always take so long And a queue starts forming because of this",4.621,5,-0.6210000000000004,0.6210000000000004
4,"Location was greatCould not find the lift girlfriend was pregnant and on 4th floor, and bed was uncomfortable will felt like a bar in the middle of the bed but slept OK",3.379,4,0.621,0.621
5,"Location, spacious room, clean, storage, staffPrice slightly expensive",4.38,4,0.6200000000000001,0.6200000000000001
5,"Breakfast was lovely, room was good and a nice showerIt was a little bit noisy but to be expected in city location",4.381,4,0.6189999999999998,0.6189999999999998
4,Clean and comfortableNo tv or kettle,4.618,5,-0.6180000000000003,0.6180000000000003
5,"Clean and modern rooms, nice lounge areas and friendly staff 
Was perfect for a short stay 

Single room is indeed small though comfortable with just enough space for few daysHeating was on the warmer side",4.386,4,0.6139999999999999,0.6139999999999999
4,"It was a beautiful hotel The entrance set the scene with a gorgeous water feature The bedroom was immaculate as was the bathroom It was 5 minutes from the tube station which was very convenient Breakfast was amazing for a few extra pounds, and the staff waiting on were polite  helpfulThe air con didnt keep us that cool, so our night sleep wasnt as good as it couldve been",4.614,5,-0.6139999999999999,0.6139999999999999
5,"This hotel was in a really central location but was within a couple of minutes walk to buses and the tube if needed, we didnt Although the rooms are on the small side they are clean, with all mod cons and facilities, the bathroom we had was huge and had disability accessible  Everything was provided as in a grander more expensive hotel such as teacoffee, toiletries, hairdryer and you can purchase food and drink at the bar They also have a baggage storage room for you to leave your luggage  I would definitely stay again and will be recommending this hotel to my friendsNothing really, if I was being picky and this is personal choice the pillows would be bigger",4.388,5,0.6120000000000001,0.6120000000000001
5,"Good value for money The bathroom was spacious and modern The bed and pillows were comfy Left the fan on 19 degrees as the room was a little stuffy Enough plugs within the room Great to have a mini fridge and will fit big bottles The safe was good to have and easy to use Great location, litlerally a 2 minute walk to the tube Lots of pubs and restaurants around Very happy If you dont book breakfast, you can pay 1499 per person, we didnt realise if you book breakfast on the day of checking in, you get it for 10 each  They should tell you this as reception The breakfast room was busy and a bit stuffy The menu had French toast on it but none was available",4.391,4,0.609,0.609
3,The locationThe breakfast was not good Poor quality food A little fresh fruit would have been good and the opportunity to make fresh toast,3.607,4,-0.6070000000000002,0.6070000000000002
4,Cleaning only after 7 days is too much,3.393,4,0.6070000000000002,0.6070000000000002
5,customer servicenothing,4.394,5,0.6059999999999999,0.6059999999999999
4,Comfy and clean  excellent location and good value for moneyMy shower flooded the bathroom every time I turned it on,4.604,5,-0.6040000000000001,0.6040000000000001
4,"liked the location, character of the building ,ease of checking in and friendly efficient servicethere isnt anything we disliked",4.602,5,-0.6020000000000003,0.6020000000000003
3,"Good locationNoisy air con, rowdy guests and dirty bed sheets",3.601,4,-0.601,0.601
3,"The location near the railway station and the city centre is good Easy access and so onThe room is small and the refrigerator did not work The price may be reasonable for London, but is still high in relation to what you get",3.598,4,-0.5979999999999999,0.5979999999999999
4,"close to tube,  close to where I was going  Breakfast included in price
Smiley, thankful  folk  it all helps  so importantwindows dont open
Id sooner have a shower, not a bath, but thats subjective",4.596,5,-0.5960000000000001,0.5960000000000001
4,location superb,4.595,5,-0.5949999999999998,0.5949999999999998
5,Location and staff,4.405,4,0.5949999999999998,0.5949999999999998
5,"Location  walking distance to Buckingham palace and most imporantly  to the tube The surrounding is nice and quiet The breakfast was nice, including fruit and vegetable The staff was kind",4.407,4,0.593,0.593
4,"As soon as we asked to move room, the staff were incredibly quick and helpful to move into a room that was everything we wanted Great location for any events in Hyde ParkOur room on arrival was tiny and at the back of the hotel beside a building site with drilling works",4.59,5,-0.5899999999999999,0.5899999999999999
4,"The room was definitely clean, which is the most important thing to me We had everything we needed, and were able to open a big window to let in fresh air

Very close to the Kings crossSt Pancras station

Friendly staff that is at reception 247The beds are very tiny, keep that in mind when booking a room Walls are very thin, luckily we didnt have noisy neighbours, but even then you can hear them talk or cough, or hear their tv 

Area is very noisy too, but thats to be expected from a hotel this close to the station",4.589,5,-0.5890000000000004,0.5890000000000004
5,"Customer service was impeccable, incredibly helpful and friendly On arriving, I was upgraded as it was my first time staying at the hotel I really appreciate the little perks this provided me while I was staying in LondonThe bar in the hotel closed before 11pm despite there being quite a few people perhaps a dozen being in there When we went to the lobby they tried to send us back to the bar",4.411,4,0.5890000000000004,0.5890000000000004
4,"Room was clean, staff helpful Comfortable",4.589,5,-0.5890000000000004,0.5890000000000004
4,Location was perfect Hotel was lovely and modern Easy to come and go no problems Staff were fine and professional Top breakfast in the morning Room wasnt as clean as I would of liked but considering the hotel size and work load the housekeepers must have  it wasnt terrible,4.588,5,-0.5880000000000001,0.5880000000000001
4,"Good location, was a 10 minute walk from the theatre 
Clean, functional  certainly adequate for one night
Staff were very helpful and friendly, we were made to feel like nothing was too much troubleNA",4.587,5,-0.5869999999999997,0.5869999999999997
5,"A delightful welcome by staff in Reception Breakfast was also excellentNothing, except it was sightly noisy",4.415,4,0.585,0.585
4,LocationElevator not working will errors,3.416,4,0.5840000000000001,0.5840000000000001
5,interior decor was excellent Perfect locationRoom was a bit smaller than we had thought it would be,4.417,4,0.5830000000000002,0.5830000000000002
3,The hotel was OK as far as being close to St Pancras but the room was very small with only a foot around the sides of the bed Otherwise the amenities were goodSize of the room,3.583,4,-0.5830000000000002,0.5830000000000002
5,"Location, cleanliness, friendly staffRoom was very small, however it had everything we needed including Safe, Hairdryer etc",4.417,4,0.5830000000000002,0.5830000000000002
